agencyCode,agencyName,bureauCode,currentUII,investmentTitle,date,analysisResults,analysisConclusion,updatedTime
429,"Nuclear Regulatory Commission",00,429-000008200,"Materials Licensing and Oversight",2021-04-01,"Materials Licensing and Oversight (MLO) directly supports the NRC’s key mission area to ensure adequate safety and security for radioactive materials, and it directly enables the NRC to meet the legislative mandate specified under the Energy Policy Act of 2005. The investment is meeting the organization's fundamental mission needs so recommend that investment continues as is with additional periodic monitoring of the system's operations, including an investigation into the expanded use of investment components to address stakeholder business needs and updates to customer satisfaction metrics.","continue as-is","2021-09-28 15:19:35"
429,"Nuclear Regulatory Commission",00,429-000008400,"Reactor Licensing and Oversight",2021-04-01,"The Reactor Licensing and Oversight investment consists of IT components that support mission activities in the Reactor arena. These serve as authoritative data sources for development and documentation of activities and deliverables associated with reactor licensing and oversight. It is recommended that product owners within this investment implement more formal customer satisfaction assessments to supplement the existing informal methods, to better understand and account for the customer experience and evolving business needs. More robust financial performance targets could also be beneficial to the investment. Both MAP-X and RRPS should pursue more innovative strategies in order to better align with the agency’s enterprise strategic objectives to include the integration and use of enterprise data and content with a focus on the complete information lifecycle. MAP-X can have earlier engagement with IT strategic planning to ensure that planned activities align with the strategic direction and agency priorities for IT and an alternatives analysis be performed for RRPS which considers the application of cloud-based services and no-code/low-code development approaches.","continue as-is","2021-09-28 15:20:36"
429,"Nuclear Regulatory Commission",00,429-000003600,"Incident Response",2021-04-01,"This investment continues to provide tangible business value to the agency by fulfilling the mandated operational requirements of the agency’s Incident Response capability and Program, contribute to the achievement of the NRC’s strategic goals, and align with the NRC’s strategic direction. Recent enhancements include changing response procedures to align closer to FEMA’s National Incident Management System (NIMS) and Incident Command System (ICS). 

The project team is tracking emerging technologies and performing ongoing analyses of alternatives for achieving the same or better customer results and strategic goals at better cost, performance, and risk levels than the current solution. This activity has included looking at shrinking the size of the Operations Centers, opportunities for operations officers to work from home, and making communication capabilities more robust using satellite connectivity. The Incident Response Entity Review (IRER) working group had 6 recommendations, sub working groups for these have been created and work on these has begun, a number of these recommendations will take more than a year to implement. Some of the recommendations such as the greater use of MS Teams, virtualization of response have already been implemented. The IRER also recommended studying the potential move of the Operations Center, preliminary studies are already taken place however, the final decision is at least two years out. The recommendation to create new dashboards to provide a status of an event has begun. The investment is engaging with strategic planning activities to meet emerging requirements and support long-term strategic objectives.  Its technical architecture enhancements are focused both on keeping technology current and on addressing specific, articulated business needs regarding existing operational or performance gaps or opportunities for improvement.

It is recommended that investment product owners develop and communicate an integrated plan for addressing the recommendations from the IRER working group effort with input from IT infrastructure subject matter experts so that resource and timelines can be considered in budget planning activities.","initiate innovation action","2021-09-28 15:18:15"
429,"Nuclear Regulatory Commission",00,429-000002500,"Financial Services",2022-05-31,"The investment is contributing to the achievement of the NRC’s strategic goals and is in alignment with the NRC’s strategic direction. The investment owners continue to support the IT solutions to transition to the cloud, support improvements in security, support the democratization of data and data-driven decision making and to help the NRC workforce to transition from transactional work to higher level analysis work. The investment continues to meet business needs, but there are issues for some components with process complexity (Fee Billing) and gaps in system/business process knowledge (FAIMIS), which when addressed would increase efficiency. The IPT is tracking emerging technologies and performing ongoing analyses of alternatives for achieving the same or better customer results and strategic goals at better cost, performance, and risk levels than the current solution. Due to the NEIMA legislation, which requires corporate support resources to cap at a fixed percentage of total agency resources as to compared to mission support resources, IT investments in the past two budget cycles have been budgeted at less than the necessary basic funding requirements for O&M. This has caused several planned projects to be delayed. However, priority has been given to increasing use of cloud services to reduce costs and increase efficiency. The investment is engaged with strategic planning activities to ensure it can meet key emerging requirements, such as Federal mandates like Treasury’s G-Invoicing initiative. All the components will be FedRAMP authorized IaaS or SaaS solution by the end of FY23. The implementation of HCM Cloud to replace HRMS will provide a new platform for potential expanded innovation. After HCM Cloud is implemented, it is recommended, in collaboration with OCHCO, that we start analysis to see how the currently licensed products within the new platform tools for innovation for other financial management or human capital management activities. The investment should continue implementation of system functionality to eliminate manual and repetitive financial management activities and continue plans to migrate the financial management data mart to the agency’s centralized data warehouse IaaS environment. It is also recommended that the investment implement formal customer satisfaction assessments to supplement the existing informal methods, to better understand and account for the customer experience and evolving business needs.","initiate innovation action","2022-07-27 16:26:26"
429,"Nuclear Regulatory Commission",00,429-000002600,"Enterprise-wide Acquisition Services",2021-04-01,"This investment continues to provide tangible business value to the agency by fulfilling the mandated operational requirements of the agency’s Enterprise Acquisitions capability and Program, contributing to the achievement of the NRC’s strategic goals and aligning with the NRC’s strategic direction. The project team is tracking emerging technologies and performing ongoing analyses of alternatives for achieving the same or better customer results and strategic goals at better cost, performance and risk levels than the current solution. The Strategic Acquisition System (STAQS) was transitioned to a cloud environment that is expected to reduce operating costs and better manage updates with a Cloud Smart strategy. The move to a new help desk support service is expected to save nearly $360k annually. The investment is engaging with strategic planning activities to meet emerging requirements and support long-term strategic objectives. The technical architecture enhancements of existing components are focused both on keeping technology current and on addressing specific, articulated business needs regarding existing operational or performance gaps and/or opportunities for improvement. Within the acquisitions program, business cases for automation have been identified to create greater efficiency in existing processes which may eventuate in the development of new applications under this investment. It has also been communicated that STAQS will require changes to achieve compliance with pending federal mandates. Federal mandates such as G-Invoicing in collaboration with OCFO, adding UEI, and Release/beta.SAM.gov Interface have the potential to influence STAQS requirements and future development. ADM’s Acquisition Data and Systems Team (ADST) is in collaboration with partners in the Office of the Chief Information Officer (OCIO) to conduct an analysis of options for how to best transform the agency’s acquisition reporting capabilities. This may impact the use of NEAT and result in the development of new reporting capabilities. ADM has communicated a desire to more effectively integrate financial and acquisitions data to provide a complete lifecycle picture of financial activity. It is recommended to examine how further automation and process standardization could better meet the business needs of the acquisitions program to include all impacted stakeholders. It is also recommended that ADM, OCFO and OCIO collaborate on data integration and reporting requirements.","initiate innovation action","2021-09-28 15:14:55"
429,"Nuclear Regulatory Commission",00,429-000008400,"Reactor Licensing and Oversight",2022-05-31,"The investment is contributing to the achievement of the NRC’s strategic goals and continues to align with the NRC’s strategic direction. The investment is meeting business needs and customer satisfaction is overall positive.
The project team is tracking emerging technologies and performing ongoing analyses of alternatives for achieving the same or better customer results and strategic goals at better cost, performance, and risk levels than the current solution. They are continuing work that is improving user experience and streamlining reactor business processes. Alternatives analyses were performed in the selection of a low-code/no-code platform for NRC to inform investment decisions.
Given its engagement with strategic planning activities and its technical architecture, the investment is able to meet emerging requirements. The project team is keeping up with needs to upgrade components as they approach end-of-life and has plans in place for future modernization. The investment is also adapting to constraints on it imposed by the NEIMA legislation.
The investment is able to support long-term strategic objectives, by continuing migration of components to the cloud, leveraging the authoritative data in the data warehouse, and increasing support for data analytics activities.
It is recommended that the investment continue to assess component needs, increase the use of data analytics for decision making and transformation activities, streamline business (including end-to-end) processes, look at innovation for the complete information lifecycle, and modernize using agency IT/IM Roadmap priorities and target technologies.
It is also recommended that product owners within this investment implement more formal customer satisfaction assessments to supplement the existing informal methods, to better understand and account for the customer experience and evolving business needs. There could be benefit from looking at recent Federal user experience guidance to find further opportunities for improved service to external stakeholders and leverage tools, such as Journey Maps, for example, to gain a more end-to-end view of how the investment’s services are meeting stakeholder needs.","initiate modernization/replacement action","2022-07-27 16:29:40"
422,"National Science Foundation",00,422-000001327,iTRAK,2022-08-08,"ITRAK continues to meet NSF's mission requirements and federal standards for financial management in FY 2022. Enhancements creating efficiencies and data accuracy are being executed.  In FY 2022, iTRAK's database was upgraded to the latest version to maintain Oracle support.  Technical refreshes were performed for iTRAK's OIM/OAM, Hyperion and OBIEE components. In addition, a new funds control and subledger accounting were implemented in iTRAK to meet a federal mandate requiring a change in accounting treatment and reporting of foreign donations.  Looking forward, the agency in on target to meet the federal mandate that requires agencies to leverage the g-invoicing (interagency agreements) in FY 2023, when they enter buy/sell transactions across the federal government.","continue as-is","2022-09-21 13:57:51"
422,"National Science Foundation",00,422-000001328,"Mission Support Systems",2022-09-13,"In FY22, the proposal submission modernization neared completion, with 80% of customers' funding opportunities now switched or scheduled to switch from legacy FastLane system.  NSF successfully enhanced demographic data collection of researchers.  FastLane modules continue to be decommissioned as part of the consolidation of business functions into the single portal, Research.gov.  The pace of migration to cloud platforms has continued.","continue as-is","2022-09-21 13:57:52"
422,"National Science Foundation",00,422-000000004,"Data Management and Delivery",2022-09-01,"The ""data-as-a-service"" platforms we've recently developed have been a great success and our customers continue to provide amazing feedback regarding the value that these platforms have provided in managing their program office's business.  The team is now focusing on providing more ""real-time"" data capabilities to enchance the program office's access to data when they need it.  This will also allow the Foundation to retire older and antiquated databases that provide similar ""real-time"" data access.  These older systems are approaching end of life and do not provide the robust data visualization and analystics capabilities that our newer systems produce.","continue as-is","2022-09-21 13:57:53"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2023-04-30,"USAH/USAS Operational Analysis results.","continue as-is","2023-06-21 08:19:07"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2023-03-31,"USAH/USAS Operational Analysis results.","continue as-is","2023-06-21 08:19:07"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2023-05-31,"USAH/USAS Operational Analysis results.","continue as-is","2023-06-21 08:19:07"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2022-12-31,"USAH/USAS Operational Analysis results.","continue as-is","2023-01-23 11:40:11"
027,"Office of Personnel Management",00,027-000000029,"HI - Research and Oversight Repository (ROVR)",2022-11-22,"The system is collecting critical information for the administration of the Federal Employees Health Benefits (FEHB) program and the future Postal Service Health Benefits Program (PSHBP)","continue as-is","2022-12-05 12:20:39"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2022-07-31,"USAH/USAS Operational Analysis results.","continue as-is","2022-10-27 12:14:21"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2023-02-28,"USAH/USAS Operational Analysis results.","continue as-is","2023-03-30 10:56:29"
027,"Office of Personnel Management",00,027-000000191,"Trust Funds Modernization",2023-02-17,"Conducted feedback sessions with end users to determine the effectiveness of the AIOS (R1) functionality and the current support model, including available user reference materials.  Users are continuing to be more comfortable with executing transactions and reporting activities in the new system. Users expressed that the new system improved certain areas, but the new processes were taking more lead time to fully comprehend.","initiate remediation action","2023-08-25 12:50:53"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2023-01-31,"USAH/USAS Operational Analysis results.","continue as-is","2023-02-16 15:02:14"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2023-07-31,"USAH/USAS Operational Analysis results.","continue as-is","2023-08-30 08:47:32"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2022-11-30,"USAH/USAS Operational Analysis results.","continue as-is","2023-01-23 11:40:11"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2023-06-30,"USAH/USAS Operational Analysis results.","continue as-is","2023-07-27 10:32:12"
027,"Office of Personnel Management",00,027-999990119,"Learning Management Capabilities",2023-04-27,"The learning content environment effectively manages centralized training products and services across the federal government. The framework positively captures numerous layers of progressive learning cultivating an environment for engagement and learner achievement.","continue as-is","2023-04-27 14:28:37"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2022-10-31,"USAH/USAS Operational Analysis results.","continue as-is","2023-01-23 11:40:11"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2022-09-30,"USAH/USAS Operational Analysis results.","continue as-is","2022-10-31 14:33:18"
027,"Office of Personnel Management",00,027-999990131,"CIO - Employee Express",2022-09-20,"No incidents to report.","continue as-is","2023-02-08 11:54:13"
027,"Office of Personnel Management",00,027-999990139,"CIO - myPay",2022-06-04,"No Incidents to report.
","continue as-is","2023-02-08 11:55:18"
027,"Office of Personnel Management",00,027-999991218,USAJOBS,2022-08-05,"USAJOBS continues to serve its mission to attract talent to job opportunities. There are 12M profile, of which 6M are actively applying to jobs within the last 12 months. Agencies, on average, post 300K job announcements each year that generate 16 - 18M applications. USAJOBS conducted an outreach campaign for agency customers to understand the perceived benefits and gaps in the USAJOBS offering. Agencies articulated they rely on USAJOBS' ability to reach a wide audience. They are looking for more recruitment tools to help with the precision of finding the right candidates for the right opportunities.","continue as-is","2022-10-27 12:14:21"
027,"Office of Personnel Management",00,027-999990129,"USA Staffing and USA Hire",2022-08-31,"USAH/USAS Operational Analysis results.","continue as-is","2022-10-27 12:14:21"
028,"Small Business Administration",00,028-000008009,"(OED) Community Navigators' Management Information System",2022-09-06,"Early results indicate continue to harden the environment, ensuring data quality, timeliness and data accuracy. Investment levels are shifting from emphasis of development to O&M (60/40%).","continue as-is","2022-09-28 11:43:59"
028,"Small Business Administration",00,028-000008008,"(ODRR) Shuttered Venue Operators",2022-05-05,"Full Functionality of all system requirements","continue as-is","2022-06-29 09:46:50"
028,"Small Business Administration",00,028-000008007,"(OII) Small Business Innovative Research (SBIR)",2022-09-08,"Investment in the SBIR.gov system should continue as it is required by statute. Beyond meeting SBA's statutory requirements, SBIR.gov serves as a significant central, authoritative source of information for the Federal-wide SBIR/STTR program and supports the SBA mission of supporting high growth entrepreneurs and small businesses. SBIR.gov is a dynamic system that should be approved for continued enhancement. As statutory requirements and program needs change, the system must be updated on an ongoing basis to keep it dynamic. 
SBIR.gov should be enhanced with actions for FY202/FY2023 to include:
Improve customer experience through both public-facing webpages and agency data reporting interface (enhance data ingestion); Migration away from Drupal 7; and Implementation of MFA.","initiate innovation action","2022-09-28 11:44:00"
028,"Small Business Administration",00,028-000000070,"(OED) EDMIS Next Generation ",2022-09-06,"Early results indicate continue to harden the environment, ensuring data quality, timeliness and data accuracy. Investment levels have shifted to O&M","continue as-is","2023-03-01 09:51:29"
028,"Small Business Administration",00,028-000008007,"(OII) Small Business Innovative Research (SBIR)",2021-11-29,"Investment in the SBIR.gov system should continue as it is required by statute. Beyond meeting SBA's statutory requirements, SBIR.gov serves as a significant central, authoritative source of information for the Federal-wide SBIR/STTR program and supports the SBA mission of supporting high growth entrepreneurs and small businesses. SBIR.gov is a dynamic system that should be approved for continued enhancement. As statutory requirements and program needs change, the system must be updated on an ongoing basis to keep it dynamic. 
SBIR.gov should be enhanced with actions for FY2021/FY2022 to include:
Improve customer experience through both public-facing webpages and agency data reporting interface (enhance data ingestion); Migration away from Drupal 9; and Implementation of MFA.","initiate innovation action","2021-12-15 15:26:14"
028,"Small Business Administration",00,028-000000056,"(OCIO) SBA.gov",2022-08-31,"The SBA.gov Modernization project should continue and be expanded as Mobile UI/UX/CX needs to be a priority based on 50% of mobile users. The Content Management System is still continuing to upgrade to Drupal 9 with the frontend/backend code being simplified to reduce future development and maintenance costs. These efforts will enable the SBA to only need to hire developers that know core coding languages which are standard and reliable greatly reducing costs. An example of a bad situation is to develop a Ruby on Rails application which will then require the SBA to hire an expensive full-stack Ruby developer to change/maintain/improve that application. The estimated timeline to do this code refactoring is 9-12 months for all the SBA.gov codebase.
The primary recommendation is to invest in producing functional tools for the public which help American Small Business Owners complete transactional tasks such as writing business plans, calculating financials, estimating business taxes, acquiring capital, and navigating the bureaucracy of the Federal Government.","continue as-is","2022-09-28 11:43:59"
028,"Small Business Administration",00,028-000001004,"(OCA) Capital Access Financial Systems (CAFS)",2021-09-24,"The system meets performance expectations.","continue as-is","2022-09-28 13:00:50"
028,"Small Business Administration",00,028-000001005,"(OCFO) Financial Systems",2022-02-02,"All goals of the investment were met","continue as-is","2022-09-28 11:43:58"
028,"Small Business Administration",00,028-000008007,"(OII) Small Business Innovative Research (SBIR)",2020-04-15,"Investment in the SBIR.gov system should continue as it is required by statute. Beyond meeting SBA statutory requirements, SBIR.gov serves as a central, authoritative source of information for the Federal-wide SBIR/STTR programs. SBIR.gov is a dynamic system it should be approved for continued enhancement. As statutory requirements and program needs change, the system must be updated on an ongoing basis to keep it dynamic.","initiate innovation action","2021-09-29 11:55:04"
028,"Small Business Administration",00,028-000001005,"(OCFO) Financial Systems",2021-03-17,"All of the goals of the investment were met.  ","continue as-is","2021-09-28 18:10:51"
028,"Small Business Administration",00,028-000001004,"(OCA) Capital Access Financial Systems (CAFS)",2022-09-22,"The system meets performance expectations.","continue as-is","2022-09-28 11:43:58"
028,"Small Business Administration",00,028-000005001,"(OCA) Disaster Credit Management Modernization (DCMM)",2022-07-13,"Updated with 2022 Operational Status. All the 2022 performance metrics are on target and the details are recorded in the performance metric section.","continue as-is","2022-07-28 10:00:10"
028,"Small Business Administration",00,028-000000065,"(OED) Entrepreneurial Learning Initiative",2023-02-02,"Early results indicate continue to harden the environment, ensuring just- in-time content, and content accuracy on the learning platform. Investment levels are in the O&M phase, as we are maintaining content and the environment.","continue as-is","2023-03-01 09:51:29"
028,"Small Business Administration",00,028-000000045,"(OHRS) Human Resources Line of Business (HR LOB)",2020-01-07,"The goal of this project is to advance the CHCO's goals of enhancing the current SF-52 process by implementing an automated process.  The EmpowHR tool was chosen and a project established.","initiate modernization/replacement action","2021-09-28 18:10:52"
028,"Small Business Administration",00,028-000001005,"(OCFO) Financial Systems",2023-08-01,"All goals of the investment were met","continue as-is","2023-08-07 12:52:49"
028,"Small Business Administration",00,028-000008010,"(OCA) Stimulus Support ",2021-10-15,"The system meets performance expectations.","continue as-is","2022-07-28 10:00:10"
016,"Social Security Administration",00,016-000009941,"Service Delivery Modernization",2022-07-28,"Investments requesting additional funding are required to complete an Operations Analysis as part of SSA's annual planning process. The respective investments, aligned by Programmatic Area, were reviewed by SSA's IT Investment Review Board and have been approved to continue.","continue as-is","2022-09-27 09:27:28"
016,"Social Security Administration",00,016-000002807,"Rep Payee Legislation",2021-08-16,"The Rep Payee Legislation investment supports the agency's  implementation activities associated with the following sections of the Strengthening Protections for Social Security Beneficiaries Act of 2018: 101, 102, 103, 104, 105, 201, 202, and 203. We need to continue as is, in order to implement functionality to align with the legislative mandates outlined in the SPSSB Act. ","continue as-is","2021-10-07 13:12:34"
016,"Social Security Administration",00,016-000010225,"Benefits Modernization",2022-07-28,"Investments requesting additional funding are required to complete an Operations Analysis as part of SSA's annual planning process. The respective investments, aligned by Programmatic Area, were reviewed by SSA's IT Investment Review Board and have been approved to continue.","continue as-is","2022-09-27 09:27:43"
016,"Social Security Administration",00,016-000002808,"Debt Management Product",2022-07-28,"Investments requesting additional funding are required to complete an Operations Analysis as part of SSA's annual planning process. The respective investments, aligned by Programmatic Area, were reviewed by SSA's IT Investment Review Board and have been approved to continue.","continue as-is","2022-09-27 09:27:41"
016,"Social Security Administration",00,016-000002141,"Disability Case Processing System (DCPS)",2021-08-13,"We need to continue as is in order to meet the strategy to Modernize Disability Case Processing through development and deployment of monthly releases with prioritized functionality.  We are focused on eliminating the very limited DCPS exclusions and assisting DDSs in fully transitioning and retiring their legacy systems. We plan to deploy to the remaining DDS and federal components and continue development and deployment of prioritized functionality. ","continue as-is","2022-03-15 10:00:56"
016,"Social Security Administration",00,016-000009940,"Earnings and Enumeration Modernization",2022-07-28,"Investments requesting additional funding are required to complete an Operations Analysis as part of SSA's annual planning process. The respective investments, aligned by Programmatic Area, were reviewed by SSA's IT Investment Review Board and have been approved to continue. ","continue as-is","2022-09-27 09:27:38"
016,"Social Security Administration",00,016-000002807,"Rep Payee Legislation",2020-09-18,"The Rep Payee Legislation investment supports the agency's  implementation activities associated with the following sections of the Strengthening Protections for Social Security Beneficiaries Act of 2018: 101, 102, 103, 104, 105, 201, 202, and 203. We need to continue as is, in order to implement functionality to align with the legislative mandates outlined in the SPSSB Act.","continue as-is","2021-10-07 13:12:31"
016,"Social Security Administration",00,016-000009938,"Data Modernization",2022-07-28,"Investments requesting additional funding are required to complete an Operations Analysis as part of SSA's annual planning process. The respective investments, aligned by Programmatic Area, were reviewed by SSA's IT Investment Review Board and have been approved to continue. ","continue as-is","2022-09-27 09:27:43"
016,"Social Security Administration",00,016-000009939,"Disability Modernization",2022-07-28,"Investments requesting additional funding are required to complete an Operations Analysis as part of SSA's annual planning process. The respective investments, aligned by Programmatic Area, were reviewed by SSA's IT Investment Review Board and have been approved to continue.","continue as-is","2022-09-27 09:27:39"
014,"Department of State",00,014-000000029,"Global Foreign Affairs Compensation System (GFACS)",2019-06-30,"The Customer Satisfaction Survey suggests that the LE Staff E&L statement should be further automated.  The 2020 analysis was delayed due to Covid, but is now underway.","continue as-is","2023-07-31 11:52:22"
014,"Department of State",00,014-000000018,"Joint Financial Management System (JFMS)",2022-08-18,"Analysis shows that the JFMS investment represents the best cost values for the Department","continue as-is","2023-07-31 13:06:35"
014,"Department of State",00,014-000000003,"Budget System Modernization (BSM)",2019-08-08,N/A,"continue as-is","2023-07-31 10:49:08"
014,"Department of State",00,014-000000033,"Refugee & Migrant Assistance Management",2021-09-29,"Operational Analysis is a method of examining the current performance of an operational investment against an established set of parameters.  
The OA should seek to answer questions in the specific areas of:

Customer Results
–      Is the investment delivering a service, value, or result consistently and on schedule? 
Answer: Yes

–      Does the quality of the service, value, or result provided, meet expectations?
Answer: Yes

–      Are there additional services, values, or results requested that are not being fulfilled? 
Answer: No

–      What strategic goal, mission, or objective is being fulfilled by this investment?  
Answer: START is the case management system for the United States Refugee Admissions Program (USRAP) managed by the Bureau of Population, Refugees, and Migration (PRM). START was designed to create a standardized, globally linked web-based case tracking system to more efficiently and effectively process the admission of refugees to the U.S.  All data is entered directly into the START web-based interface using secure access through the State Department IRM ServiceNow application. START also provides statistical analysis, and reporting to PRM.

–      Is there another organization that is better suited to deliver these services, values, or results? And/or can that organization do it more efficiently or at a lower cost? 
Answer: No

Financial Performance
–      Is the cost variance at an acceptable threshold? 
Answer: Yes

–      Are costs consistently rising while services, value, or results provided staying stagnant? 
Answer: No

Innovation
–      How can we better meet customer's needs? 
Answer: The customer's needs are being met.

–      Are there new technologies that can be utilized to lower costs?
Answer: No, not that we are aware of.","continue as-is","2023-02-28 16:11:02"
014,"Department of State",00,014-000000039,"Application Services",2018-08-27,"1) Customer Results: The investment’s performance against customer expectations is sufficient. The investment delivering agreed-upon products/services on schedule and regularly meets quality objectives. Customer requested features are being delivered. 2) Strategic and Business Results: The investment contains numerous applications and systems that provide value to a range of organizations. Overall the operational systems provide assistance to nearly every person in the Department of state in some way. 3) Financial Performance: The steady-state systems within the investment are cost effective as they have not required significant upgrade or overhaul in many years. A periodic annual review of the investment found that many of the steady-state systems are now in need of major upgrade in order to continue to meet security and operational requirements into the future. 4) Innovation: The majority of the systems in the investment will be moving to cloud-based alternatives in the coming years. Those that are not good candidates for cloud enablement are being upgraded or evolved into combined platforms on a case-by-case basis.","continue as-is","2023-07-31 10:18:46"
014,"Department of State",00,014-000000477,"Centralized Data Collection and Integration System (CDCIS)",2018-08-24,"Operational analysis was completed. Team continues to update the platform to leverage new capabilities being deployed by the cloud service provider. Issues came up around architecture of multiple forms or business processes that required refactoring to a more technically sound architecture to facilitate required upgrades. The impacted business processes have been identified, the effort to remediate the issue has been planned into the FY 2019 and FY 2020 timeline.","continue as-is","2023-07-31 11:05:38"
014,"Department of State",00,014-000000483,"Contact Relationship Management (CRM)",2022-02-18,"In 2021, the CRM development team completed 11 development sprints that addressed 1,546 story points - these points represent ongoing system enhancements. Each sprint exceeded the user story completion excellent AQL metric of 95%, instead delivering 107% of planned user stories over the course of the calendar year. The CRM Help Desk provides 24/7 support to CRM users worldwide. Each tier is held to a specific Acceptable Quality Level. AQLs are reported weekly and monthly via Status Report and evaluated by the project team on a monthly basis to ensure that performance is satisfactory. The Help Desk has achieved an Excellent AQL for both High and Regular Priority tickets throughout 2021. In addition, the help desk must achieve an average user satisfaction rate exceeding 95 percent each month. Addressing more than 4,630 tickets in 2021, the CRM Help Desk maintained a 95% customer satisfaction rating in 2021. Based on metrics collected to date, the CRM project is exceeding its goals regarding development throughput and user satisfaction with help desk and customer service.","continue as-is","2023-07-31 11:22:25"
014,"Department of State",00,014-000000329,"Foreign Assistance Coordination and Tracking System (FACTS)",2021-06-14,"In June 2021, the FACTS Info team completed its annual operational analysis customer survey. When comparing previous survey results to the 2020 survey, users reported higher levels of satisfaction with Access (exceeded 90%), Reliability (exceeded 90%), Help Desk Support (exceeded 85% among PEPFAR users), Documentation (exceeded 90%), and Functionality (exceeded 85%) for the NextGen system.

The FACTS Program completed an independent analysis of alternatives (AoA) in order to proactively assess and identify how the FACTS Info system should be modernized.  In 2012, the Program completed an internal analysis where it was determined that modernization efforts were needed to keep the system scalable and to increase development efficiencies. To build off of that analysis, FACTS completed an independent AoA, which determined that the system should be modernized as a hybrid cloud solution.  The NextGen projects have been following the guidance from the 2013 AoA to modernize the FACTS system with an agile approach to development.","continue as-is","2023-07-31 11:40:31"
014,"Department of State",00,014-000000032,"Consular Systems Modernization",2018-09-17,"An Operational Analysis of the Contract Information Management System (CIMS) has been conducted and it had been recommended that system operations continued as is.","continue as-is","2023-07-31 11:16:40"
014,"Department of State",00,014-000000200,"Data Analytics Center of Excellence",2018-08-24,"N/A This investment is in the planning phase.","continue as-is","2023-04-28 13:45:52"
014,"Department of State",00,014-000000202,"OBO Real Property",2019-08-08,N/A,"continue as-is","2023-04-28 15:31:46"
014,"Department of State",00,014-000000536,"Budget Formulation Planning System (BFPS)",2022-12-01,N/A,"continue as-is","2023-07-31 10:29:28"
014,"Department of State",00,014-000000012,"Integrated Logistics Management System (ILMS)",2023-07-19,"In FY20 the program developed a holistic vision and roadmap (ILMS 2030 vision), that will enable ILMS to continuously adapt to emerging technical opportunities, evolving mission requirements, & customers’ shifting operating environments. One of the program’s priorities for FY23 has been to continue analysis & planning towards the 2030 vision of ILMS which identifies the products & technologies required to meet our vision. In FY22 the program the conducted several cost benefit analysis (CBAs) to review existing systems and technologies, identify modernization opportunities and alternative solutions, and develop a plan to leverage the next generation of high-impact technical advancements to modernize ILMS. As a result of the Fleet Management Information System (FMIS) CBA recommendations, the program completed phase 1 of the FMIS modernization leveraging a leading low-code platform Appian in FY23. As part of the FY23 operational analysis, program expanded the CBA that reviewed the request processing and simplified contracting procurement system to include complex contracting to deliver a single solution for both processed. As part of this CBA, the program identified alternatives, and provided a recommendation for modernization.

In FY23, the DPM Division conducted a follow-on study to the DPM workforce utilization and performance and labor metrics studies to develop target metrics for workforce utilization and productivity, process improvements, & performance targets to be included in all future contracts documents. The performance metrics will ensure resource utilization is in line with industry standards.

Performance vis-à-vis program performance metrics continues to be strong with metrics meeting or exceeding FY23 targets at each reporting interval for all 6 metrics. Issue resolution customer survey results have improved significantly due to enhanced training. Usage for the Analytics Portal remains high and has remained consistent. Further innovation in this area is limited based on funding constraints.","continue as-is","2023-07-31 12:08:10"
014,"Department of State",00,014-000000021,"IRMS Operations and Maintenance",2019-08-08,N/A,"continue as-is","2023-07-31 13:02:05"
014,"Department of State",00,014-000000024,"Integrated Personnel Management System (IPMS)",2019-08-08,"Operational Analysis is in progress and will be reported to OMB at its completion.","continue as-is","2023-07-31 12:23:15"
014,"Department of State",00,014-000000524,"Integrated Health Electronic Records Systems (iHERS)",2020-09-01,"We will conduct an Operational Analysis following the end of FY2022.","continue as-is","2023-07-31 11:59:18"
014,"Department of State",00,014-000000474,"Consular Service Production Systems",2019-07-19,"As part of its phased Operational Analysis effort, CST has conducted an Operational Analysis of the CAWeb system, which is the intranet portal for Consular Affairs (CA) offices that centralizes content necessary for collaboration and conducting business. In operation for over a decade, CAWeb continues to evolve to meet the functional needs of stakeholders and address technology obsolescence.

CAWeb performs a critical function supporting the business operations of CA and its divisions, and as a result of the OA, it was recommended that CAWeb continued to be funded and maintained operational status as an ongoing system.","continue as-is","2023-07-31 11:07:59"
014,"Department of State",00,014-000000377,"Integrated Security and Suitability System (Ice Cubed)",2019-08-08,N/A,"continue as-is","2023-07-31 12:39:10"
