agencyCode,agencyName,currentUII,investmentName,contractPIID,referencePIID,updatedTime
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0418,NNG15SD72B,"2023-07-27 15:30:56"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0383,NNG15SD72B,"2023-07-27 15:38:11"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0399,NNG15SC70B,"2023-07-27 15:30:53"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0404,NNG15SD11B,"2023-07-27 15:30:54"
005,"Department of Agriculture",005-000003235,"SO-OCIO-DISC-USDA Enterprise Application Services (EAS)",12314423F0122,,"2023-07-27 15:31:50"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314422F0303,,"2023-07-27 15:31:25"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314422F0296;,,"2023-07-27 15:31:26"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314423F0036,,"2023-07-27 15:31:24"
005,"Department of Agriculture",005-000003390,"NRE-FS-Research and Development",12760422Q0069,,"2023-02-17 11:27:25"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314423F0047,,"2023-07-27 15:31:23"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760419P0039,,"2023-06-28 16:50:21"
005,"Department of Agriculture",005-000002360,"MRP-APHIS-SITC National Information, Communication, and Activity System (SNICAS)",GS-35F-284DA,GS-35F-284DA,"2023-02-23 20:00:49"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760422F0372,,"2023-06-28 16:50:15"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760422F0376,,"2023-06-28 16:50:16"
005,"Department of Agriculture",005-000003380,"SO-OCIO-CEC-USDA Telecom Services",12314423F0319,NNG15SD72B,"2023-07-27 15:33:00"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0318,12314419A0025,"2023-07-27 15:32:14"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0314,12314419A0025,"2023-07-27 15:38:22"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423P0050,,"2023-07-27 15:32:40"
005,"Department of Agriculture",005-000001838,"RD-Enterprise Content Management (ECM)",12SAD123D0005/12SAD123F0023,,"2023-07-28 11:09:11"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760420F0223,,"2023-06-28 16:50:22"
005,"Department of Agriculture",005-000003365,"REE-NIFA-Grants Management and Reporting II",1232SA22F0060,47QTCB22D0185,"2023-02-17 11:51:10"
005,"Department of Agriculture",005-000000045,"MRP-APHIS-MIS 2000",12639521C0053,,"2023-02-23 20:00:25"
005,"Department of Agriculture",005-000003370,"NRE-FS-Enterprise IT Management",12760422F0266,AG3144B170022,"2023-02-17 11:28:08"
005,"Department of Agriculture",005-000003370,"NRE-FS-Enterprise IT Management",12760422F0309,NNG15SD09B,"2023-02-17 11:28:10"
005,"Department of Agriculture",005-000003370,"NRE-FS-Enterprise IT Management",12760422F0034,03310321D0001,"2023-02-17 11:28:09"
005,"Department of Agriculture",005-000003370,"NRE-FS-Enterprise IT Management",12760420F0159,12760420A0002,"2023-02-17 11:28:11"
005,"Department of Agriculture",005-000003370,"NRE-FS-Enterprise IT Management",12760422F0415,GS00F120DA,"2023-02-17 11:28:07"
005,"Department of Agriculture",005-000003370,"NRE-FS-Enterprise IT Management",12760419C0014,47QTCB21D0110,"2023-02-17 11:28:11"
005,"Department of Agriculture",005-000003360,"NRE-FS-Enterprise Cloud & Data Standard Investment",12760423F002,NNG15SD60B,"2023-06-28 16:44:36"
005,"Department of Agriculture",005-000003360,"NRE-FS-Enterprise Cloud & Data Standard Investment",12760420F0003,GS-35F-0119Y,"2023-06-28 16:44:38"
005,"Department of Agriculture",005-000003360,"NRE-FS-Enterprise Cloud & Data Standard Investment",12760421F0002,NNG15SC33B,"2023-06-28 16:44:37"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314422F0239,12314421A0003,"2023-07-27 15:31:10"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314422F0240,12314421A0003,"2023-02-28 13:22:33"
005,"Department of Agriculture",005-000003085,"MRP-AMS-IT Security and Compliance",12639521A0013,,"2023-07-29 00:46:50"
005,"Department of Agriculture",005-000003390,"NRE-FS-Research and Development",FSX6003,,"2023-02-17 11:27:29"
005,"Department of Agriculture",005-000003230,"SO-OCIO-DISC-ENS USDA Network (USDANet)",12314423F0205,NNG15SD29B,"2023-07-27 15:31:40"
005,"Department of Agriculture",005-000003365,"REE-NIFA-Grants Management and Reporting II",1232SA22F0078,47QTCB21D0333,"2023-02-17 11:51:11"
005,"Department of Agriculture",005-000000185,"MRP-APHIS-Certification, Accreditation, Registration, Permitting, and Other Licensing (CARPOL)",12639520A0019,,"2023-07-31 10:03:02"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760422F0419,,"2023-06-28 16:50:17"
005,"Department of Agriculture",005-000003370,"NRE-FS-Enterprise IT Management",12760422F0404,GS-35F-366GA,"2023-02-17 11:28:07"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314418F0536,NNG15SD00B,"2023-07-27 15:31:03"
005,"Department of Agriculture",005-000003460,"DASO-DA-Enterprise IT Facilities and Physical Security",GS-03F-102CA,12314423F0033,"2023-07-27 15:33:05"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314422F0242,12314421A0003,"2023-07-27 15:31:11"
005,"Department of Agriculture",005-000000185,"MRP-APHIS-Certification, Accreditation, Registration, Permitting, and Other Licensing (CARPOL)",12639520F1303,,"2023-03-24 17:17:31"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0040,47QTCA21D009D,"2023-07-27 15:32:28"
005,"Department of Agriculture",005-000003360,"NRE-FS-Enterprise Cloud & Data Standard Investment",12760422F0371,12760422F0371,"2023-06-28 16:44:40"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0110,47QTCA19D00CB,"2023-07-27 15:32:28"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0114,NNG15SD11B,"2023-07-27 15:32:35"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0117,NNG15SD09B,"2023-07-27 15:32:29"
005,"Department of Agriculture",005-000003510,"DASO-SO-DAITO Delivery",NNG15SC82B,,"2023-07-27 15:33:19"
005,"Department of Agriculture",005-000003253,"FS-FSIS Consolidated Business Applications Support",123A9422C0013,,"2023-02-22 10:05:07"
005,"Department of Agriculture",005-000002188,"MRP-APHIS-Commodity Treatment Information System (CTIS)",12639522A0023,,"2023-02-23 20:00:41"
005,"Department of Agriculture",005-000001425,"SO-OCFO-Financial Management Modernization Initiative (FMMI)",12314420F0470,12314420F0470,"2023-07-25 16:10:31"
005,"Department of Agriculture",005-000003262,"MRP-APHIS Network Services",12639523F0134,NNG15SC82B,"2023-07-31 09:23:13"
005,"Department of Agriculture",005-000003261,"MRP-APHIS End User Services",12639523F0114,GS-35F-0311R,"2023-07-31 09:24:58"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314419F0212,GS06F1092Z,"2023-07-27 15:38:22"
005,"Department of Agriculture",005-000003262,"MRP-APHIS Network Services",12639523F0146,NNG15SC82B,"2023-07-31 09:23:12"
005,"Department of Agriculture",005-000003010,_RET_BY24-SO-OCFO-FSSP-Pegasys,AG-3144-D-16-0278,AG-3144-D-16-0278,"2023-04-25 10:08:50"
005,"Department of Agriculture",005-000002339,"MRP-AMS-International Trade",PGA-AMS-090,PGA-AMS-090,"2023-02-23 19:47:23"
005,"Department of Agriculture",005-000003259,"REE-ERS Data Center and Cloud Investment",1232SA23P0041,,"2023-06-28 16:34:27"
005,"Department of Agriculture",005-000003259,"REE-ERS Data Center and Cloud Investment",1232SA23F0059,,"2023-06-28 16:34:26"
005,"Department of Agriculture",005-000003235,"SO-OCIO-DISC-USDA Enterprise Application Services (EAS)",12314422F0308,NNG15SD11B,"2023-07-27 15:31:58"
005,"Department of Agriculture",005-000003360,"NRE-FS-Enterprise Cloud & Data Standard Investment",12760422F0401,12760422F0401,"2023-06-28 16:44:39"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0049,NNG15SD11B,"2023-07-27 15:30:49"
005,"Department of Agriculture",005-000000186,"SO-OCIO-CEC-USDA Foundation Services",12314423C0011,,"2023-07-27 15:37:47"
005,"Department of Agriculture",005-000003360,"NRE-FS-Enterprise Cloud & Data Standard Investment",12760421C0009,12760421C0009,"2023-06-28 16:44:39"
005,"Department of Agriculture",005-000003460,"DASO-DA-Enterprise IT Facilities and Physical Security",12314420F0053,,"2023-07-27 15:33:11"
005,"Department of Agriculture",005-000003460,"DASO-DA-Enterprise IT Facilities and Physical Security",12314421P0014,,"2023-07-27 15:33:13"
005,"Department of Agriculture",005-000003460,"DASO-DA-Enterprise IT Facilities and Physical Security",12314421P0021,,"2023-07-27 15:33:12"
005,"Department of Agriculture",005-000003390,"NRE-FS-Research and Development",21-JV-11242305-105,,"2023-02-17 11:27:24"
005,"Department of Agriculture",005-000003390,"NRE-FS-Research and Development",12760421F0158,,"2023-02-17 11:27:23"
005,"Department of Agriculture",005-000002339,"MRP-AMS-International Trade",12639521C0079,12639521C0079,"2023-02-23 19:47:24"
005,"Department of Agriculture",005-000003235,"SO-OCIO-DISC-USDA Enterprise Application Services (EAS)",12314423F0295,1100491,"2023-07-27 15:31:56"
005,"Department of Agriculture",005-000003235,"SO-OCIO-DISC-USDA Enterprise Application Services (EAS)",12314421F0288,NNG15SD00B,"2023-07-27 15:31:57"
005,"Department of Agriculture",005-000003390,"NRE-FS-Research and Development",12760422F0274,,"2023-02-17 11:27:26"
005,"Department of Agriculture",005-000003135,"SO-OCFO-A123 Compliance Reporting Tool",12314418F0790,12314418F0790,"2023-02-21 10:42:33"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0021,GS35F0403V,"2023-07-27 15:32:23"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314421F0478,HHSN316201200098W,"2023-07-27 15:32:30"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0155,NNG15SD60B,"2023-07-27 15:32:31"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0172,47QTCA22D00C1,"2023-07-27 15:32:22"
005,"Department of Agriculture",005-000003410,"RD-Residential Loans, Grants & Guarantees (RLGG)",12SAD123D0002_12SAD123F0009,12SAD123D0002_12SAD123F0009,"2023-07-28 11:10:05"
005,"Department of Agriculture",005-000003410,"RD-Residential Loans, Grants & Guarantees (RLGG)",12SAD123C0003,12SAD123C0003,"2023-07-28 11:10:07"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0156,NNG15SD92B,"2023-07-27 15:30:30"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0172,47QTCA22D00C1,"2023-07-27 15:38:27"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314422F0349,75N98119D00089,"2023-07-27 15:30:51"
005,"Department of Agriculture",005-000003230,"SO-OCIO-DISC-ENS USDA Network (USDANet)",12314421F0451,AG-3144-B-17-0024,"2023-07-27 15:31:44"
005,"Department of Agriculture",005-000003230,"SO-OCIO-DISC-ENS USDA Network (USDANet)",12314420F0355,NNG15SC27B,"2023-07-27 15:31:43"
005,"Department of Agriculture",005-000000074,"MRP-APHIS-VS Laboratory and Regulatory Applications (VSLRA)","Master Control",,"2023-02-23 20:00:32"
005,"Department of Agriculture",005-000003230,"SO-OCIO-DISC-ENS USDA Network (USDANet)",12314418F0020,HHSN316201200002,"2023-07-27 15:31:41"
005,"Department of Agriculture",005-000003230,"SO-OCIO-DISC-ENS USDA Network (USDANet)",12314422F0728,NNG15SD74B,"2023-07-27 15:31:42"
005,"Department of Agriculture",005-000002196,"MRP-APHIS-Cost Management System (ACMS)",12639520F0141,,"2023-02-23 20:00:43"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760422C0004,,"2023-06-28 16:50:13"
005,"Department of Agriculture",005-000001425,"SO-OCFO-Financial Management Modernization Initiative (FMMI)",12314422F0091,12314422F0091,"2023-07-25 16:10:33"
005,"Department of Agriculture",005-000001425,"SO-OCFO-Financial Management Modernization Initiative (FMMI)",27-1860729,27-1860729,"2023-07-25 16:10:35"
005,"Department of Agriculture",005-000001425,"SO-OCFO-Financial Management Modernization Initiative (FMMI)",06-1454513,06-1454513,"2023-07-25 16:10:34"
005,"Department of Agriculture",005-000002390,"MRP-APHIS-Comprehensive and Integrated Animal Health Surveillance Services",12639520C0085,,"2023-02-23 20:00:52"
005,"Department of Agriculture",005-000002390,"MRP-APHIS-Comprehensive and Integrated Animal Health Surveillance Services",12639522Q0013,,"2023-02-23 20:00:53"
005,"Department of Agriculture",005-000002390,"MRP-APHIS-Comprehensive and Integrated Animal Health Surveillance Services",12639522F1121,,"2023-02-23 20:00:53"
005,"Department of Agriculture",005-000001580,"RD-IT Management",12SAD123C0005,12SAD123C0005,"2023-07-28 11:09:33"
005,"Department of Agriculture",005-000001696,"SO-OCIO-Executive IT Management",12314421F0913,,"2023-06-28 14:35:59"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314422F0192,NNG15SD25B,"2023-07-27 15:30:26"
005,"Department of Agriculture",005-000003145,"SO-OCFO-FMMI-IT Security and Compliance",23R4F0YPLFM00C023,23R4F0YPLFM00C023,"2023-07-25 15:57:53"
005,"Department of Agriculture",005-000001659,"MRP-APHIS-Animal Disease Traceability Information System (ADTIS)",12639522P0457,12639522P0457,"2023-07-31 09:41:38"
005,"Department of Agriculture",005-000001822,"MRP-APHIS-Electronic Permits System (ePermits)",GS-35F-706GA,,"2023-02-23 20:00:40"
005,"Department of Agriculture",005-000000160,"MRP-APHIS-Emergency Management Response Services 2.0 (EMRS-2)","Technik Inc. 12395-18-P-0207",,"2023-02-23 20:00:32"
005,"Department of Agriculture",005-000003230,"SO-OCIO-DISC-ENS USDA Network (USDANet)",12314421C0062,IB1631131685D,"2023-07-27 15:31:45"
005,"Department of Agriculture",005-000003264,"MRP-APHIS Data Centers and Clouds",12639522F0846,NNG15SD19B,"2023-03-24 17:07:26"
005,"Department of Agriculture",005-000003230,"SO-OCIO-DISC-ENS USDA Network (USDANet)",12314422F0202,AG-3144-B-17-0024,"2023-07-27 15:31:45"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760421F0011,,"2023-06-28 16:50:11"
005,"Department of Agriculture",005-000003301,"TFAA-FAS-End User Standard Investment",12314422F0657,47QTCB21D0190,"2023-07-26 13:33:20"
005,"Department of Agriculture",005-000003390,"NRE-FS-Research and Development",1284JC20F0012,,"2023-02-17 11:27:22"
005,"Department of Agriculture",005-000002339,"MRP-AMS-International Trade",12639522F0806,12639522F0806,"2023-02-23 19:47:25"
005,"Department of Agriculture",005-000003415,"RD-Commercial Loans, Grants & Guarantees (CLGG)",12SAD123F0015,12319820A0009,"2023-07-28 11:08:53"
005,"Department of Agriculture",005-000001870,"FPAC-FSA-097 Farm Program Modernization (MIDAS)",12314423F0162,GS35F0534W,"2023-04-21 11:24:23"
005,"Department of Agriculture",005-000001425,"SO-OCFO-Financial Management Modernization Initiative (FMMI)",23R4F0YPLFM00C010,23R4F0YPLFM00C010,"2023-07-25 16:10:32"
005,"Department of Agriculture",005-000003292,"MRP-AMS-End User Standard Investment",12639523F0025,,"2023-07-29 00:33:08"
005,"Department of Agriculture",005-000002353,"MRP-APHIS-Agricultural Risk Management System (ARM)",126395D21D0093,,"2023-02-23 20:00:49"
005,"Department of Agriculture",005-000003230,"SO-OCIO-DISC-ENS USDA Network (USDANet)",12314423F0134,12314419A0025,"2023-07-27 15:31:40"
005,"Department of Agriculture",005-000003415,"RD-Commercial Loans, Grants & Guarantees (CLGG)",12SAD123F0016,12319820A0009,"2023-07-28 11:08:52"
005,"Department of Agriculture",005-000003360,"NRE-FS-Enterprise Cloud & Data Standard Investment",12760422F0387,12760422F0387,"2023-06-28 16:44:43"
005,"Department of Agriculture",005-000002206,"MRP-APHIS-Exotic Pest Information and Prediction Systems (EPIPS)",8130-0928-CA,,"2023-02-23 20:00:45"
005,"Department of Agriculture",005-000002206,"MRP-APHIS-Exotic Pest Information and Prediction Systems (EPIPS)",8130-0462-CA,,"2023-02-23 20:00:46"
005,"Department of Agriculture",005-000003290,"REE-ARS-Data Center & Cloud Standard Investment",AGLVXD220004,LCFDL19D0097,"2023-06-28 16:39:41"
005,"Department of Agriculture",005-000003180,"RD-IT Security and Compliance",12SAD123F0019,12SAD123D0003,"2023-07-28 11:09:49"
005,"Department of Agriculture",005-000003460,"DASO-DA-Enterprise IT Facilities and Physical Security",12314420A0001,,"2023-07-27 15:33:10"
005,"Department of Agriculture",005-000001580,"RD-IT Management",12SAD122A0005-12SAD123F0014,12SAD122A0005-12SAD123F0014,"2023-07-28 11:09:33"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0336,12314419A0025,"2023-07-27 15:32:14"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0335,NNG15SC70B,"2023-07-27 15:32:38"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423C0045,,"2023-07-27 15:32:41"
005,"Department of Agriculture",005-000003291,"MRP-AMS-Data Center & Cloud Standard Investment",12639523F0383,,"2023-07-29 00:24:43"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0367,NNG15SD25B,"2023-07-27 15:32:33"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0337,NNG15SD74B,"2023-07-27 15:32:40"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0356,NNG15SC23B,"2023-07-27 15:32:34"
005,"Department of Agriculture",005-000003385,"SO-OCIO-CEC-USDA Mobility Management Services",12314423F0359,NNG15SD72B,"2023-07-27 15:33:04"
005,"Department of Agriculture",005-000003460,"DASO-DA-Enterprise IT Facilities and Physical Security",GS-00F-237GA,12314421F0771,"2023-07-27 15:33:09"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0327,12314419A0025,"2023-07-27 15:38:08"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0332,NNG15SD72B,"2023-07-27 15:30:35"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0341,LCFDL21D0001,"2023-07-27 15:30:29"
005,"Department of Agriculture",005-000003460,"DASO-DA-Enterprise IT Facilities and Physical Security",12314422P0036,12314422P0036,"2023-07-27 15:33:08"
005,"Department of Agriculture",005-000003460,"DASO-DA-Enterprise IT Facilities and Physical Security",NNG15SC74B,12314218F0320,"2023-07-27 15:33:10"
005,"Department of Agriculture",005-000003264,"MRP-APHIS Data Centers and Clouds",12639523F0619,NNG15SC33B,"2023-07-31 08:57:38"
005,"Department of Agriculture",005-000000074,"MRP-APHIS-VS Laboratory and Regulatory Applications (VSLRA)","Cray Lustre",,"2023-02-23 20:00:31"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314421F0910,,"2023-07-27 15:31:36"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760418F0007,,"2023-06-28 16:50:08"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",1276048F0006,,"2023-06-28 16:50:18"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760418F0006,,"2023-06-28 16:50:07"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760422C0001,,"2023-06-28 16:50:12"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760422F0094,,"2023-06-28 16:50:14"
005,"Department of Agriculture",005-000001712,"SO-OIG-IT Modernization",123J1922F0073,123J1922F0073,"2023-07-27 15:31:01"
005,"Department of Agriculture",005-000003415,"RD-Commercial Loans, Grants & Guarantees (CLGG)",12SAD123F0011,12319820A0009,"2023-07-28 11:08:57"
005,"Department of Agriculture",005-000003415,"RD-Commercial Loans, Grants & Guarantees (CLGG)",12SAD21C0002,,"2023-07-28 11:08:56"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314422F0825,,"2023-07-27 15:31:36"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314422C0117,,"2023-07-27 15:31:35"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314422F0788,,"2023-07-27 15:31:34"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314422P0170,,"2023-07-27 15:31:33"
005,"Department of Agriculture",005-000001713,"FS-FSIS-IT Management",123A9422F0113,,"2023-02-22 09:59:34"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314420F0755,,"2023-07-27 15:31:32"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314422F0828,,"2023-07-27 15:31:32"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314423F0010,NNG15SD74B,"2023-07-27 15:31:17"
005,"Department of Agriculture",005-000002312,"MRP-APHIS Cloud Software",12639521F0156,,"2023-02-23 20:00:47"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0012,NNG15SD11B,"2023-07-27 15:38:27"
005,"Department of Agriculture",005-000003291,"MRP-AMS-Data Center & Cloud Standard Investment",12639522F0492,,"2023-03-24 16:15:45"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0009,GS35F253CA,"2023-07-27 15:32:25"
005,"Department of Agriculture",005-000003380,"SO-OCIO-CEC-USDA Telecom Services",12314423F0006,NNG15SD60B,"2023-07-27 15:32:56"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0015,NNG15SD60B,"2023-07-27 15:32:26"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760420F0019,,"2023-06-28 16:50:10"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760420F0023,,"2023-06-28 16:50:11"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314422F0609,,"2023-07-27 15:31:31"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314421F0905,,"2023-07-27 15:31:30"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314422F0665,,"2023-07-27 15:31:29"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314422F0631,,"2023-07-27 15:31:28"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314422F0780,,"2023-07-27 15:31:27"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314419F0770,,"2023-07-27 15:31:27"
005,"Department of Agriculture",005-000002335,"SO-OCIO-Information Security Center (ISC)",12314421F0743,,"2023-07-27 15:31:37"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760419F0292,,"2023-06-28 16:50:09"
005,"Department of Agriculture",005-000003390,"NRE-FS-Research and Development",12760420P0048,,"2023-02-17 11:27:29"
005,"Department of Agriculture",005-000003293,"MRP-AMS-Network Standard Investment",NNG15SC71B,12639523F0271,"2023-07-29 00:53:18"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0288,NNG15SC69B,"2023-07-27 15:32:39"
005,"Department of Agriculture",005-000003380,"SO-OCIO-CEC-USDA Telecom Services",12314423F0146,NNG15SD11B,"2023-07-27 15:32:57"
005,"Department of Agriculture",005-000003380,"SO-OCIO-CEC-USDA Telecom Services",12314423F0169,GS-35F-0593R,"2023-07-27 15:32:58"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314422F0345,NNG15SD72B,"2023-07-27 15:32:44"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314422F0512,NNG15SC71B,"2023-07-27 15:32:45"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0242,NNG15SD60B,"2023-07-27 15:32:32"
005,"Department of Agriculture",005-000003375,"SO-OCIO-CEC-USDA Demand Services",12314423F0239,NNG15SC34B,"2023-07-27 15:32:32"
005,"Department of Agriculture",005-000003380,"SO-OCIO-CEC-USDA Telecom Services",12314423F0172,47QTCA22D00C1,"2023-07-27 15:32:59"
005,"Department of Agriculture",005-000003385,"SO-OCIO-CEC-USDA Mobility Management Services",12314423F0172,47QTCA22D00C1,"2023-07-27 15:33:02"
005,"Department of Agriculture",005-000000186,"SO-OCIO-CEC-USDA Foundation Services",12314423C0017,,"2023-07-27 15:37:48"
005,"Department of Agriculture",005-000000186,"SO-OCIO-CEC-USDA Foundation Services",12314423F0172,47QTCA22D00C1,"2023-07-27 15:37:47"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314423F0183,12314421A0003,"2023-07-27 15:31:19"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12760421C0002,,"2023-07-27 15:31:06"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314423F0182,12314421A0003,"2023-07-27 15:31:07"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314423F0177,12314421A0003,"2023-07-27 15:31:18"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314423F0178,12314421A0003,"2023-07-27 15:31:18"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314423C0034,,"2023-07-27 15:31:21"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314423F0202,NNG15SC23B,"2023-07-27 15:31:20"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760421F0002,,"2023-06-28 16:50:23"
005,"Department of Agriculture",005-000003435,"NRE-FS-Mission Support Services",12760420F0005,,"2023-06-28 16:50:09"
005,"Department of Agriculture",005-000002224,"SO-OCIO-CEC-USDA Identity & Access Management (IAM)",12314421F0506,NNG15SD08B,"2023-07-27 15:31:08"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0237,NNG15SC82B,"2023-07-27 15:30:31"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423C0034,,"2023-07-27 15:30:40"
005,"Department of Agriculture",005-000000232,"SO-OCIO-CEC-USDA End User Seat Services",12314423F0213,HHSN316201200063W,"2023-07-27 15:30:53"
