agencyCode,agencyName,currentUII,investmentName,investmentType,ratedDate,cioRating,comment,latestIndicator,updatedTime
027,"Office of Personnel Management",027-000000239,"Data Center - TRB2 Washington, DC","Standard IT Investments",2021-10-27,3,"OPM is in the process of decommissioning and moving services from this data center.  ",N,"2021-10-27 09:28:46"
027,"Office of Personnel Management",027-000000217,"ES - Federal Employee ViewPoint Survey","Non-major IT Investments",2022-02-28,2,"The investment is for the annual Employee View Point Survey.  The rating of this investment is a moderately high risk.",Y,"2022-03-14 11:46:45"
027,"Office of Personnel Management",027-000000049,"Retirement Benefits Services ","Major IT Investments",2021-09-25,2,"This investment is a moderately high risk because of the size of the program and its components will be modernized over time.",N,"2021-10-05 16:32:43"
027,"Office of Personnel Management",027-000000209,"End User","Standard IT Investments",2022-03-28,4,"Current version of Windows 10 and Office 365 are installed on all laptops.  The risk rating is a moderately low risk.",N,"2022-03-31 08:59:02"
027,"Office of Personnel Management",027-000000229,Output,"Standard IT Investments",2023-03-27,3,"The rating is based on the application support resources and tools shared across the enterprise that support testing and integrated developmental environments.  The rating is a medium risk.",N,"2023-03-28 17:22:48"
028,"Small Business Administration",028-000008007,"(OII) Small Business Innovative Research (SBIR)","Major IT Investments",2022-01-26,3,"The SBIR IPT received a quality assurance action plan to address several investment artifact findings; the estimated completion time is pending. The OCIO will continue to monitor the investment's cost, schedule, and performance.
",N,"2022-01-27 11:36:29"
028,"Small Business Administration",028-000000062,"(OCIO) Application Standard Investment","Standard IT Investments",2021-05-31,3,"A corrective action plan to address Project Baseline, Risks, and Artifacts has been updated by the BiTS Division. Other findings pending completion. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 13:18:30"
028,"Small Business Administration",028-000008008,"(ODRR) Shuttered Venue Operators","Major IT Investments",2021-09-28,3,"The Shuttered Venue Operators IPT received a quality assurance action plan to address the Cost Table, Project Activities, and Contract Report within the MITBC. The OCIO will monitor the cost, schedule, and performance of this new investment",N,"2021-09-29 12:55:11"
028,"Small Business Administration",028-000000059,"(OCIO) End User Standard Investment","Standard IT Investments",2021-05-31,2,"A corrective action plan to address Project Baseline, Risks, and Artifacts has been given to the IT Operations Division. Estimated time of completion in resolving all findings is still pending. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 13:18:33"
028,"Small Business Administration",028-000000070,"(OED) EDMIS Next Generation ","Major IT Investments",2022-01-26,4,"The EDMIS NG IPT received a quality assurance action plan to address several investment artifact findings; the estimated completion time is pending. The OCIO will continue to monitor the investment's cost, schedule, and performance.
",N,"2022-01-27 11:36:29"
028,"Small Business Administration",028-000000056,"(OCIO) SBA.gov","Major IT Investments",2022-01-26,2,"The SBA.gov IPT received a quality assurance action plan to address several project and investment artifact findings; the estimated completion time is pending. The OCIO will continue to monitor the investment's cost, schedule, and performance.
",N,"2022-01-27 11:36:27"
028,"Small Business Administration",028-000005001,"(OCA) Disaster Credit Management Modernization (DCMM)","Major IT Investments",2023-08-17,4,"The DCMM Investment Team received a corrective action plan to address several investment artifacts; the estimated completion time is pending. DCMM has transitioned from ODA to OCA, and the OCIO will continue to monitor the investment's cost, schedule, and performance. Future state migration plans to MySBA Unified Lending Platform.  ",Y,"2023-08-17 13:17:21"
028,"Small Business Administration",028-000007002,"(OCIO) IT Security and Compliance Standard Investment","Standard IT Investments",2021-05-31,4,"OCIO will continue to monitor the cost and risk of this Standard IT investment to ensure ongoing efficiency and effectiveness in achieving mission objectives.",N,"2021-09-29 13:18:34"
028,"Small Business Administration",028-000008013,"(GCBD) Veteran Certification Management System (VCMS)","Major IT Investments",2023-08-17,3,"This new Major IT investment was reported to OMB as part of the BY2024 IT Budget Submission. This system is operational and performance metrics are being tracked.",Y,"2023-08-18 10:28:38"
028,"Small Business Administration",028-000001005,"(OCFO) Financial Systems","Major IT Investments",2021-06-30,5,"A corrective action plan to address Projects/Activities and Operational Metrics has been given to Financial Systems Investment Team. New Project Activity has been added and Operational Metrics have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment to ensure ongoing efficiency and effectively in achieving mission objectives.",N,"2021-09-29 12:55:11"
028,"Small Business Administration",028-000000048,"(GCBD) Certify.SBA.GOV","Major IT Investments",2022-01-26,2,"Certify.sba.gov continues to be a high-risk investment, and a modernization plan for the Certify Program is ongoing. The OCIO will continue to monitor the investment's cost, schedule, and performance.
",N,"2022-01-27 11:36:31"
028,"Small Business Administration",028-000000063,"(OCIO) Delivery Standard Investment","Standard IT Investments",2023-08-17,3,"OCIO will continue to monitor this Standard IT Investment to ensure ongoing efficiency and effectiveness in achieving mission objectives.",Y,"2023-08-17 13:19:55"
028,"Small Business Administration",028-000005001,"(OCA) Disaster Credit Management Modernization (DCMM)","Major IT Investments",2021-06-30,3,"A corrective action plan to address Project Activities, Operational Metrics, Artifacts, and FAC-P/PM Certification has been given to DCMM Investment Team. The investment team is working to complete and resolve all findings. Project Activities, Operational Metrics and Artifacts have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000001004,"(OCA) Capital Access Financial Systems (CAFS)","Major IT Investments",2021-09-28,4,"The CAFS IPT received a quality assurance action plan to address the Investment Details, Projects/Artifacts, Operational Analysis, and Contract Report within the MITBC. The CAFS Program Manager has received FAC-P/PM Mid-level certification. The OCIO will continue to monitor the cost, schedule, and performance of this investment. ",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000001005,"(OCFO) Financial Systems","Major IT Investments",2023-08-17,5,"The Financial Systems Investment Team received a corrective action plan to address FAC-P/PM certification findings; the estimated completion time is pending. The investment has a new Project Manager, and the OCIO will continue to monitor the investment's cost, schedule, and performance. ",Y,"2023-08-17 13:17:21"
028,"Small Business Administration",028-000000070,"(OED) EDMIS Next Generation ","Major IT Investments",2021-09-28,4,"The EDMIS NG IPT received a quality assurance action plan to address the Cost Table, Operational Analysis, and Contract Report within the MITBC. The OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:14"
028,"Small Business Administration",028-000000065,"(OED) Entrepreneurial Learning Initiative","Major IT Investments",2023-08-17,4,"The Entrepreneurial Learning Initiative investment is progressing as planned. The OCIO will continue to monitor this investment's cost, schedule, and performance.",Y,"2023-08-17 13:17:22"
028,"Small Business Administration",028-000005001,"(OCA) Disaster Credit Management Modernization (DCMM)","Major IT Investments",2021-05-30,3,"A corrective action plan to address Operational Metrics, Artifacts, and FAC-P/PM Certification has been given to DCMM Investment Team. The investment team is working to complete and resolve all findings. Operational metrics have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:12"
028,"Small Business Administration",028-000001004,"(OCA) Capital Access Financial Systems (CAFS)","Major IT Investments",2021-06-30,4,"A corrective action plan to address Artifacts, and FAC-P/PM Certification has been given to CAFS Investment Team. The investment team is working to complete and resolve all findings. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:12"
028,"Small Business Administration",028-000000065,"(OED) Entrepreneurial Learning Initiative","Major IT Investments",2021-05-30,3,"A corrective action plan to address  Operational Metrics and Artifacts has been given to Entrepreneurial Learning Initiative Investment Team. The investment team is working to complete and resolve all findings. Operational metrics have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:12"
028,"Small Business Administration",028-000008007,"(OII) Small Business Innovative Research (SBIR)","Major IT Investments",2023-08-17,3,"The SBIR Investment Team received a corrective action plan to address several investment performance metrics, risks, and artifacts findings; the estimated completion time is pending. A modernization plan for the future SBIR is ongoing. The OCIO will continue to monitor this investment's cost, schedule, and performance. ",Y,"2023-08-17 13:17:22"
028,"Small Business Administration",028-000000065,"(OED) Entrepreneurial Learning Initiative","Major IT Investments",2021-06-30,3,"A corrective action plan to address Operational Metrics and Artifacts has been given to Entrepreneurial Learning Initiative Investment Team. The investment team is working to complete and resolve all findings. Operational metrics and Artifacts have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:12"
028,"Small Business Administration",028-000000065,"(OED) Entrepreneurial Learning Initiative","Major IT Investments",2022-01-26,4,"The ELI IPT received a quality assurance action plan to address several investment artifact findings; the estimated completion time is pending. The OCIO will continue to monitor the investment's cost, schedule, and performance.
",N,"2022-01-27 11:36:30"
028,"Small Business Administration",028-000008007,"(OII) Small Business Innovative Research (SBIR)","Major IT Investments",2021-09-28,3,"The SBIR IPT received a quality assurance action plan to address the Projects/Activities, Operational Analysis, and Contact Report within the MITBC. The Program Manager has received FAC-P/PM Mid-level certification. The OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:12"
028,"Small Business Administration",028-000000059,"(OCIO) End User Standard Investment","Standard IT Investments",2023-08-17,3,"OCIO will continue to monitor this Standard IT Investment to ensure ongoing efficiency and effectiveness in achieving mission objectives.",Y,"2023-08-17 13:20:19"
028,"Small Business Administration",028-000008009,"(OED) Community Navigators' Management Information System","Major IT Investments",2023-08-17,3,"The Community Navigators' Management Information Systems investment is progressing as planned. The OCIO will continue to monitor this investment's cost, schedule, and performance. ",Y,"2023-08-17 13:17:22"
028,"Small Business Administration",028-000008007,"(OII) Small Business Innovative Research (SBIR)","Major IT Investments",2021-05-31,3,"A corrective action plan to address Operational Metrics, Artifacts, and FAC-P/PM Certification has been given to SBIR Investment Team. The investment team is working to complete and resolve all findings. Operational Metrics have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:11"
028,"Small Business Administration",028-000008007,"(OII) Small Business Innovative Research (SBIR)","Major IT Investments",2021-07-30,3,"A corrective action plan to address Operational Metrics, Project Activities, Artifacts, and FAC-P/PM Certification has been given to SBIR Investment Team. Estimated time of completion for all findings is pending. Operational Metrics, Project Activities, and Artifacts have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000005001,"(OCA) Disaster Credit Management Modernization (DCMM)","Major IT Investments",2021-07-23,3,"A corrective action plan to address Project Activities, Operational Metrics, Artifacts, and FAC-P/PM Certification has been given to DCMM Investment Team. Estimated time of completion for all findings is pending. Project Activities and Operational Metrics have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000001005,"(OCFO) Financial Systems","Major IT Investments",2021-05-30,5,"A corrective action plan to address Projects/Activities and Operational Metrics has been given to Financial Systems Investment Team. New Project /Activities have been added and Operational Metrics have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment to ensure ongoing efficiency and effectively in achieving mission objectives.",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000000054,"(OCIO) IT Management Standard Investment","Standard IT Investments",2023-08-17,3,"OCIO will continue to monitor this Standard IT Investment to ensure ongoing efficiency and effectiveness in achieving mission objectives.",Y,"2023-08-17 13:19:55"
028,"Small Business Administration",028-000000056,"(OCIO) SBA.gov","Major IT Investments",2023-08-17,3,"The SBA.gov Investment Team received a corrective action plan to address performance metrics. The OCIO will continue to monitor this investment's cost, schedule, and performance.",Y,"2023-08-17 13:17:21"
028,"Small Business Administration",028-000000045,"(OHRS) Human Resources Line of Business (HR LOB)","Major IT Investments",2021-05-30,3,"A corrective action plan to address Operational Metrics and Artifacts has been given to HR LOB Investment Team. The investment team is working to complete and resolve all findings. Operational Metrics have been updated. The Project Manager has received her FAC-P/PM Mid-Level Certification and OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:14"
028,"Small Business Administration",028-000001005,"(OCFO) Financial Systems","Major IT Investments",2021-07-30,5,"A corrective action plan to address Projects/Activities and Operational Metrics has been given to the Financial Systems Investment Team. Estimated time of completion for all findings is pending. Operational Metrics and Project Activities have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000000070,"(OED) EDMIS Next Generation ","Major IT Investments",2021-05-30,3,"A corrective action plan to address Risk, Project Activities, and Artifacts has been given to EDMIS Investment Team. The investment team is working to complete and resolve all findings. Investment launched on May 17. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:11"
028,"Small Business Administration",028-000000048,"(GCBD) Certify.SBA.GOV","Major IT Investments",2021-05-30,2,"A corrective action plan to address Projects/Activities, Operational Metrics, Risks, and Artifact, and FAC-P/PM Certification has been given to Certify.sba.gov Investment Team. Estimated time of completion in resolving all findings is still pending. The FAC-P/PM certification application has been submitted and OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:12"
028,"Small Business Administration",028-000008007,"(OII) Small Business Innovative Research (SBIR)","Major IT Investments",2021-06-30,3,"A corrective action plan to address Operational Metrics, Artifacts, and FAC-P/PM Certification has been given to SBIR Investment Team. The investment team is working to complete and resolve all findings. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:14"
028,"Small Business Administration",028-000008010,"(OCA) Stimulus Support ","Major IT Investments",2022-01-27,3,"The Stimulus Support IPT received a quality assurance action plan to address the Cost Table, Projects/Activities, and Contract Report within the MITBC. The Program Manager has received FAC-P/PM Mid-level certification. The OCIO will monitor the cost, schedule, and performance of this new investment. 
",Y,"2022-01-27 11:36:27"
028,"Small Business Administration",028-000000054,"(OCIO) IT Management Standard Investment","Standard IT Investments",2021-05-31,4,"OCIO will continue to monitor the cost of this Standard IT investment to ensure ongoing efficiency and effectiveness in achieving mission objectives.",N,"2021-09-29 13:18:33"
028,"Small Business Administration",028-000000058,"(OCIO) Data Center and Cloud Standard Investment","Standard IT Investments",2021-05-31,3,"A corrective action plan to address Risks and Artifacts has been given to the IT Operations Division. Estimated time of completion in resolving all findings is still pending. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 13:18:31"
028,"Small Business Administration",028-000000056,"(OCIO) SBA.gov","Major IT Investments",2021-09-28,2,"The SBA.GOV IPT received a quality assurance action plan to address the Cost Table, Project/Activities, and Contract Report within the MITBC. The SBA.GOV Program Manager has received FAC-P/PM Senior-level certification. The OCIO will continue to monitor the cost, schedule, and performance of this investment.The investment annual review was presented in September 2021.",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000001004,"(OCA) Capital Access Financial Systems (CAFS)","Major IT Investments",2022-01-26,4,"The CAFS IPT received a quality assurance action plan to address several investment artifact findings; the estimated completion time is pending. The OCIO will continue to monitor the investment's cost, schedule, and performance.
",N,"2022-01-27 11:36:27"
028,"Small Business Administration",028-000008008,"(ODRR) Shuttered Venue Operators","Major IT Investments",2023-08-17,3,"The Shuttered Venue Operators Investment Team received a corrective action plan to address several projects/activities, risks, and artifacts findings; the estimated completion time is pending. The OCIO will continue to monitor the investment's cost, schedule, and performance.",Y,"2023-08-17 13:17:21"
028,"Small Business Administration",028-000000045,"(OHRS) Human Resources Line of Business (HR LOB)","Major IT Investments",2021-06-30,3,"A corrective action plan to address Operational Metrics and Artifacts has been given to HR LOB Investment Team. The investment team is working to complete and resolve all findings. Operational Metrics have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:14"
028,"Small Business Administration",028-000005001,"(OCA) Disaster Credit Management Modernization (DCMM)","Major IT Investments",2022-01-26,3,"The DCMM IPT received a quality assurance action plan to address several projects, investment artifacts, and FAC-P/PM certification findings; the estimated completion time is pending. The OCIO will continue to monitor the investment's cost, schedule, and performance. DCMM completed its annual investment review in September 2021.
",N,"2022-01-27 11:36:27"
028,"Small Business Administration",028-000008009,"(OED) Community Navigators' Management Information System","Major IT Investments",2021-09-28,3,"The COMNAVS IPT received a quality assurance action plan to address the Cost Table, Projects/Activities and Contract Report within the MITBC. The OCIO will monitor the cost, schedule, and performance of this new investment.",N,"2021-09-29 12:55:12"
028,"Small Business Administration",028-000000058,"(OCIO) Data Center and Cloud Standard Investment","Standard IT Investments",2023-08-17,3,"OCIO will continue to monitor this Standard IT Investment to ensure ongoing efficiency and effectiveness in achieving mission objectives.",Y,"2023-08-17 13:19:55"
028,"Small Business Administration",028-000000065,"(OED) Entrepreneurial Learning Initiative","Major IT Investments",2021-07-30,4,"A corrective action plan to address Operational Metrics and Artifacts has been given to Entrepreneurial Learning Initiative Investment Team. Estimated time of completion for all findings is pending. Operational metrics and Artifacts have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:14"
028,"Small Business Administration",028-000008009,"(OED) Community Navigators' Management Information System","Major IT Investments",2022-01-27,3,"The COMNAVS IPT received a quality assurance action plan to address several investment artifact findings; the estimated completion time is pending. The OCIO will continue to monitor the investment's cost, schedule, and performance.
",N,"2022-01-27 11:36:29"
028,"Small Business Administration",028-000001004,"(OCA) Capital Access Financial Systems (CAFS)","Major IT Investments",2021-07-30,4,"Critical to supporting  the CARESAct, the program office supported $564B in loans within 8 weeks of the CARESAct implementation. The system continues to support Disaster, 504, and 7(a) loans. ",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000000065,"(OED) Entrepreneurial Learning Initiative","Major IT Investments",2021-09-28,4,"The ELI IPT received a quality assurance action plan to address the Operational Analysis and Contract Report within the MITBC. The OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:11"
028,"Small Business Administration",028-000000048,"(GCBD) Certify.SBA.GOV","Major IT Investments",2021-06-30,2,"A corrective action plan to address Projects/Activities, Investment Cost Details, Operational Metrics, Technology Modernization, Risks, and FAC-P/PM Certification has been given to Certify.sba.gov Investment Team. Estimated time of completion in resolving all findings is still pending. OCIO will continue to monitor the cost, schedule, and performance of this investment. ",N,"2021-09-29 12:55:12"
028,"Small Business Administration",028-000000045,"(OHRS) Human Resources Line of Business (HR LOB)","Major IT Investments",2023-08-17,2,"The HR LOB Investment Team received a corrective action plan to address several projects/activities, investment performance metrics, risks, artifacts, and FAC-P/PM Certification findings; the estimated completion time is pending. The investment has a new Project Manager. WebTA is being replaced by GovTA tentatively in Spring 2024. The OCIO will continue to monitor the investment's cost, schedule, and performance.",Y,"2023-08-17 13:17:22"
028,"Small Business Administration",028-000000045,"(OHRS) Human Resources Line of Business (HR LOB)","Major IT Investments",2022-01-26,3,"The HR LOB IPT received a quality assurance action plan to address several project and investment artifact findings; the estimated completion time is pending. The investment has a new Program Manager, and the OCIO will continue to monitor the investment's cost, schedule, and performance.
",N,"2022-01-27 11:36:29"
028,"Small Business Administration",028-000005001,"(OCA) Disaster Credit Management Modernization (DCMM)","Major IT Investments",2021-09-28,3,"The DCMM IPT received a quality assurance action plan to address the Cost Table, Projects/Activities, Operational Analysis, and Contract Report within the MITBC. The Program Manager has received FAC-P/PM Mid-level certification. The OCIO will continue to monitor the cost, schedule, and performance of this investment. The investment annual review was presented in September 2021.",N,"2021-09-29 12:55:10"
028,"Small Business Administration",028-000008008,"(ODRR) Shuttered Venue Operators","Major IT Investments",2022-01-27,3,"The Shuttered Venue IPT received a quality assurance action plan to address several project and investment artifact findings; the estimated completion time is pending. The investment has a new Program Manager, and the OCIO will continue to monitor the investment's cost, schedule, and performance.
",N,"2022-01-27 11:36:29"
028,"Small Business Administration",028-000000057,"(OCIO) Network  Standard Investment","Standard IT Investments",2023-08-17,3,"OCIO will continue to monitor this Standard IT Investment to ensure ongoing efficiency and effectiveness in achieving mission objectives.",Y,"2023-08-17 13:19:55"
028,"Small Business Administration",028-000001004,"(OCA) Capital Access Financial Systems (CAFS)","Major IT Investments",2021-05-30,4,"A corrective action plan to address Artifacts, and FAC-P/PM Certification has been given to CAFS Investment Team. The investment team is working to complete and resolve all findings. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000000063,"(OCIO) Delivery Standard Investment","Standard IT Investments",2021-05-31,2,"A corrective action plan to address Operational Metrics, Operational Analysis, Risks, and Artifacts has been given to the IT Operations Division. Estimated time of completion in resolving all findings is still pending. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 13:18:32"
028,"Small Business Administration",028-000007002,"(OCIO) IT Security and Compliance Standard Investment","Standard IT Investments",2023-08-17,3,"OCIO will continue to monitor this Standard IT Investment to ensure ongoing efficiency and effectiveness in achieving mission objectives.",Y,"2023-08-17 13:19:55"
028,"Small Business Administration",028-000000056,"(OCIO) SBA.gov","Major IT Investments",2021-06-30,2,"A corrective action plan to address Project Activities, Operational Metrics, Risk, Artifacts, and FAC-P/PM Certification has been given to SBA.gov Investment Team. The investment team is working to complete and resolve all findings.  Operational Metrics have been updated.  OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:11"
028,"Small Business Administration",028-000000069,"(OCIO) Platform Standard Investment","Standard IT Investments",2023-08-17,3,"OCIO will continue to monitor this Standard IT Investment to ensure ongoing efficiency and effectiveness in achieving mission objectives.",Y,"2023-08-17 13:19:55"
028,"Small Business Administration",028-000001004,"(OCA) Capital Access Financial Systems (CAFS)","Major IT Investments",2023-08-17,4,"The CAFS Investment Team received a corrective action plan to address several investment artifacts findings; the estimated completion time is pending. The OCIO will continue to monitor the investment's cost, schedule and performance.",Y,"2023-08-17 13:17:21"
028,"Small Business Administration",028-000000070,"(OED) EDMIS Next Generation ","Major IT Investments",2023-08-17,4,"The EDMIS Next Generation investment is progressing as planned. Investment to be replaced by Nexus Project within MySBA. The OCIO will continue to monitor this investment's cost, schedule, and performance.",Y,"2023-08-17 13:17:22"
028,"Small Business Administration",028-000001005,"(OCFO) Financial Systems","Major IT Investments",2022-01-26,5,"The Financial Systems IPT received a quality assurance action plan to address several project and investment artifact findings; the estimated completion time is pending. The OCIO will continue to monitor the investment's cost, schedule, and performance.
",N,"2022-01-27 11:36:27"
028,"Small Business Administration",028-000000045,"(OHRS) Human Resources Line of Business (HR LOB)","Major IT Investments",2021-09-28,3,"The HRLOB IPT received a quality assurance action plan to address the Investment Details, Cost Table, Projects/Activities, Operational Analysis, and Contact Report within the MITBC. The OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:14"
028,"Small Business Administration",028-000001005,"(OCFO) Financial Systems","Major IT Investments",2021-09-28,5,"The Financial Systems IPT received a quality assurance action plan to address the Cost Table, Projects/Activities, Operational Analysis, and Contract Report within the MITBC. The OCIO will continue to monitor the cost, schedule, and performance of this investment. ",N,"2021-09-29 12:55:11"
028,"Small Business Administration",028-000000048,"(GCBD) Certify.SBA.GOV","Major IT Investments",2023-08-17,2,"Certify.sba.gov continues to be a high-risk investment, and the development of a modernization plan for the Certify Program is ongoing. Future state migration to MySBA transition efforts are underway for this investment. The OCIO will continue to monitor the investment's cost, schedule, and performance.
",Y,"2023-08-17 13:17:21"
028,"Small Business Administration",028-000000070,"(OED) EDMIS Next Generation ","Major IT Investments",2021-07-30,4,"A corrective action plan to address Operational Metrics and Artifacts has been given to EDMIS Investment Team. Estimated time of completion for all findings is pending. Operational Metrics and Artifacts have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:14"
028,"Small Business Administration",028-000000045,"(OHRS) Human Resources Line of Business (HR LOB)","Major IT Investments",2021-07-30,3,"A corrective action plan to address Operational Metrics and Artifacts has been given to HR LOB Investment Team. Estimated time of completion for all findings is pending. Operational Metrics and Artifact have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:14"
028,"Small Business Administration",028-000000062,"(OCIO) Application Standard Investment","Standard IT Investments",2023-08-17,3,"OCIO will continue to monitor this Standard IT Investment to ensure ongoing efficiency and effectiveness in achieving mission objectives.",Y,"2023-08-17 13:19:55"
028,"Small Business Administration",028-000000056,"(OCIO) SBA.gov","Major IT Investments",2021-07-30,2,"A corrective action plan to address Project Activities, Operational Metrics, Risk, Artifacts, and FAC-P/PM Certification has been given to the SBA.gov Investment Team. Estimated time of completion for all findings is pending. Operational Metrics and Artifacts have been updated. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000000057,"(OCIO) Network  Standard Investment","Standard IT Investments",2021-05-31,2,"A corrective action plan to address Project Baseline, Operational Metrics, Risks, and Artifacts has been given to the IT Operations Division. Estimated time of completion in resolving all findings is still pending. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 13:18:34"
028,"Small Business Administration",028-000000070,"(OED) EDMIS Next Generation ","Major IT Investments",2021-06-30,3,"A corrective action plan to address Operational Metrics, Project Activities, and Artifacts has been given to EDMIS Investment Team. The investment team is working to complete and resolve all findings. Project Activities and Artifacts have been updated.  OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000000048,"(GCBD) Certify.SBA.GOV","Major IT Investments",2021-09-28,2,"The Certify.SBA.GOV IPT received a quality assurance action plan to address the Investment Details, Cost Table, Projects/Activities, Operational Analysis, and Contract Report within the MITBC. The OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:13"
028,"Small Business Administration",028-000000056,"(OCIO) SBA.gov","Major IT Investments",2021-05-30,2,"A corrective action plan to address Project Activities, Operational Metrics, Risk, Artifacts, and FAC-P/PM Certification has been given to SBA.gov Investment Team. The investment team is working to complete and resolve all findings. Operational Metrics have been updated and FAC-P/PM certification application has been submitted.  OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:10"
028,"Small Business Administration",028-000000048,"(GCBD) Certify.SBA.GOV","Major IT Investments",2021-07-30,2,"A corrective action plan to address Projects/Activities, Investment Cost Details, Operational Metrics, Risks, and FAC-P/PM Certification has been given to the Certify.sba.gov Investment Team. Estimated time of completion for all findings is pending. OCIO will continue to monitor the cost, schedule, and performance of this investment.",N,"2021-09-29 12:55:12"
028,"Small Business Administration",028-000008010,"(OCA) Stimulus Support ","Major IT Investments",2021-09-28,3,"The Stimulus Support IPT received a quality assurance action plan to address the Cost Table, Projects/Activities, and Contract Report within the MITBC. The Program Manager has received FAC-P/PM Mid-level certification. The OCIO will monitor the cost, schedule, and performance of this new investment. ",N,"2021-09-29 12:55:13"
016,"Social Security Administration",016-000002542,"Application Standard Investment","Standard IT Investments",2022-05-25,4,"The overall rating is GREEN with a minor rating of YELLOW associated with Risk Management and indicating a need for improvement and compliance with agency standards and procedures.  We are currently working with those teams affected to endure compliance. This rating is based on the assumption that anticipated allocations and funding will remain as projected.  All projects are currently funded and operational.",N,"2022-05-25 14:58:15"
