agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
015,"Department of the Treasury",015-45-5510,"Private Collection Agent Program",2021,"Budget Authority",0
015,"Department of the Treasury",015-45-5510,"Private Collection Agent Program",2021,"Funding Total",2.981378
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2021,"CIO Authority",0
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2021,"Budget Authority",0
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2021,"Funding Total",15.387588
015,"Department of the Treasury",015-45-5432,"IRS Miscellaneous Retained Fees",2021,"CIO Authority",0
015,"Department of the Treasury",015-45-5432,"IRS Miscellaneous Retained Fees",2021,"Budget Authority",0
015,"Department of the Treasury",015-45-5432,"IRS Miscellaneous Retained Fees",2021,"Funding Total",0
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2021,"CIO Authority",0
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2021,"Budget Authority",0
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2021,"Funding Total",192.02417
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2021,"CIO Authority",0
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2021,"Budget Authority",0
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2021,"Funding Total",3.699
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2021,"CIO Authority",0
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2021,"Budget Authority",0
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2021,"Funding Total",11.294293
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2021,"CIO Authority",0
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2021,"Budget Authority",0
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2021,"Funding Total",10.190466
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2021,"CIO Authority",0
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2021,"Budget Authority",0
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2021,"Funding Total",11.514738
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2021,"CIO Authority",0
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2021,"Budget Authority",0
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2021,"Funding Total",73.107204
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2021,"CIO Authority",0
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2021,"Budget Authority",0
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2021,"Funding Total",52.13427
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2021,"CIO Authority",0
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2021,"Budget Authority",0
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2021,"Funding Total",78.788711
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2021,"CIO Authority",0
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2021,"Budget Authority",0
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2021,"Funding Total",6.54809
015,"Department of the Treasury",015-45-0921-0,"Business Systems Modernization",2021,"CIO Authority",0
015,"Department of the Treasury",015-45-0921-0,"Business Systems Modernization",2021,"Budget Authority",0
015,"Department of the Treasury",015-45-0921-0,"Business Systems Modernization",2021,"Funding Total",91.087378
015,"Department of the Treasury",015-25-4159-0,"United States Mint Public Enterprise Fund",2021,"CIO Authority",0
015,"Department of the Treasury",015-25-4159-0,"United States Mint Public Enterprise Fund",2021,"Budget Authority",0
015,"Department of the Treasury",015-25-4159-0,"United States Mint Public Enterprise Fund",2021,"Funding Total",6.606049
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2021,"CIO Authority",0
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2021,"Budget Authority",0
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2021,"Funding Total",6.727
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2021,"CIO Authority",0
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2021,"Budget Authority",0
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2021,"Funding Total",21.746937
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2021,"CIO Authority",0
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2021,"Budget Authority",0
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2021,"Funding Total",430.027043
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2021,"CIO Authority",0
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2021,"Budget Authority",0
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2021,"Funding Total",5.642531
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2021,"CIO Authority",0
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2021,"Budget Authority",0
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2021,"Funding Total",255.837445
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2021,"CIO Authority",0
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2021,"Budget Authority",0
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2021,"Funding Total",347.915114
015,"Department of the Treasury",015-45-0919,"Operations Support",2021,"CIO Authority",0
015,"Department of the Treasury",015-45-0919,"Operations Support",2021,"Budget Authority",0
015,"Department of the Treasury",015-45-0919,"Operations Support",2021,"Funding Total",2865.094462
015,"Department of the Treasury",015-45-0912-0,"Taxpayer Services",2021,"CIO Authority",0
015,"Department of the Treasury",015-45-0912-0,"Taxpayer Services",2021,"Budget Authority",0
015,"Department of the Treasury",015-45-0912-0,"Taxpayer Services",2021,"Funding Total",0.0145
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2021,"CIO Authority",0
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2021,"Budget Authority",0
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2021,"Funding Total",9.58238
015,"Department of the Treasury",015-05-0133,"Special Inspector General for the Troubled Asset Relief Program",2021,"CIO Authority",0
015,"Department of the Treasury",015-05-0133,"Special Inspector General for the Troubled Asset Relief Program",2021,"Budget Authority",0
015,"Department of the Treasury",015-05-0133,"Special Inspector General for the Troubled Asset Relief Program",2021,"Funding Total",2
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2021,"CIO Authority",0
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2021,"Budget Authority",0
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2021,"Funding Total",93.748
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2021,"CIO Authority",0
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2021,"Budget Authority",0
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2021,"Funding Total",0.070971
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2021,"CIO Authority",0
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2021,"Budget Authority",0
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2021,"Funding Total",1.548602
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2022,"Funding Total",11.506806
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2022,"CIO Authority",0
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2022,"Budget Authority",0
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2022,"Funding Total",295.298849
015,"Department of the Treasury",015-25-4159-0,"United States Mint Public Enterprise Fund",2022,"CIO Authority",0
015,"Department of the Treasury",015-25-4159-0,"United States Mint Public Enterprise Fund",2022,"Budget Authority",0
015,"Department of the Treasury",015-25-4159-0,"United States Mint Public Enterprise Fund",2022,"Funding Total",0
015,"Department of the Treasury",015-45-0921-0,"Business Systems Modernization",2022,"CIO Authority",0
015,"Department of the Treasury",015-45-0921-0,"Business Systems Modernization",2022,"Budget Authority",0
015,"Department of the Treasury",015-45-0921-0,"Business Systems Modernization",2022,"Funding Total",180
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2022,"CIO Authority",0
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2022,"Budget Authority",0
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2022,"Funding Total",107.163
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2022,"Funding Total",9.771807
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2022,"Funding Total",12.805551
015,"Department of the Treasury",015-45-0919,"Operations Support",2022,"CIO Authority",0
015,"Department of the Treasury",015-45-0919,"Operations Support",2022,"Budget Authority",0
015,"Department of the Treasury",015-45-0919,"Operations Support",2022,"Funding Total",2987.922567
015,"Department of the Treasury",015-45-5510,"Private Collection Agent Program",2022,"CIO Authority",0
015,"Department of the Treasury",015-45-5510,"Private Collection Agent Program",2022,"Budget Authority",0
015,"Department of the Treasury",015-45-5510,"Private Collection Agent Program",2022,"Funding Total",2.287693
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2022,"Funding Total",494.623915
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2022,"Funding Total",12.040637
015,"Department of the Treasury",015-57-8413-0,"Assessment Funds",2022,"CIO Authority",0
015,"Department of the Treasury",015-57-8413-0,"Assessment Funds",2022,"Budget Authority",0
015,"Department of the Treasury",015-57-8413-0,"Assessment Funds",2022,"Funding Total",246.335
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2022,"CIO Authority",0
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2022,"Budget Authority",0
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2022,"Funding Total",11.740474
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2022,"CIO Authority",0
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2022,"Budget Authority",0
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2022,"Funding Total",3.866633
015,"Department of the Treasury",015-05-1855,"Cybersecurity Enhancement Account",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-1855,"Cybersecurity Enhancement Account",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-1855,"Cybersecurity Enhancement Account",2022,"Funding Total",35.623156
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2022,"Funding Total",22.5
015,"Department of the Treasury",015-05-0133,"Special Inspector General for the Troubled Asset Relief Program",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-0133,"Special Inspector General for the Troubled Asset Relief Program",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-0133,"Special Inspector General for the Troubled Asset Relief Program",2022,"Funding Total",2
015,"Department of the Treasury",015-12-1884,"Federal Reserve Bank Reimbursement Fund",2022,"CIO Authority",0
015,"Department of the Treasury",015-12-1884,"Federal Reserve Bank Reimbursement Fund",2022,"Budget Authority",0
015,"Department of the Treasury",015-12-1884,"Federal Reserve Bank Reimbursement Fund",2022,"Funding Total",488.109115
015,"Department of the Treasury",015-05-0119-0,"Treasury Inspector General for Tax Administration",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-0119-0,"Treasury Inspector General for Tax Administration",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-0119-0,"Treasury Inspector General for Tax Administration",2022,"Funding Total",11.481757
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2022,"CIO Authority",0
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2022,"Budget Authority",0
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2022,"Funding Total",63.26267
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2022,"CIO Authority",0
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2022,"Budget Authority",0
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2022,"Funding Total",197.290299
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2022,"Funding Total",17.412989
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2022,"CIO Authority",0
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2022,"Budget Authority",0
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2022,"Funding Total",69.035331
015,"Department of the Treasury",015-45-5432,"IRS Miscellaneous Retained Fees",2022,"CIO Authority",0
015,"Department of the Treasury",015-45-5432,"IRS Miscellaneous Retained Fees",2022,"Budget Authority",0
015,"Department of the Treasury",015-45-5432,"IRS Miscellaneous Retained Fees",2022,"Funding Total",0
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2022,"CIO Authority",0
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2022,"Budget Authority",0
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2022,"Funding Total",96.612054
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2022,"CIO Authority",0
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2022,"Budget Authority",0
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2022,"Funding Total",414.359743
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2022,"CIO Authority",0
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2022,"Budget Authority",0
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2022,"Funding Total",27.488199
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2022,"CIO Authority",0
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2022,"Budget Authority",0
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2022,"Funding Total",1.672817
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2022,"Funding Total",0.374961
015,"Department of the Treasury",015-45-0912-0,"Taxpayer Services",2022,"CIO Authority",0
015,"Department of the Treasury",015-45-0912-0,"Taxpayer Services",2022,"Budget Authority",0
015,"Department of the Treasury",015-45-0912-0,"Taxpayer Services",2022,"Funding Total",0.01475
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2022,"CIO Authority",0
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2022,"Budget Authority",0
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2022,"Funding Total",0.0931
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-5697,"Treasury Forfeiture Fund",2023,"Funding Total",13.88
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-0101-0,"Salaries and Expenses",2023,"Funding Total",14.583048
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2023,"Funding Total",576.007227
015,"Department of the Treasury",015-45-0912-0,"Taxpayer Services",2023,"CIO Authority",0
015,"Department of the Treasury",015-45-0912-0,"Taxpayer Services",2023,"Budget Authority",0
015,"Department of the Treasury",015-45-0912-0,"Taxpayer Services",2023,"Funding Total",0.01475
015,"Department of the Treasury",015-57-8413-0,"Assessment Funds",2023,"CIO Authority",0
015,"Department of the Treasury",015-57-8413-0,"Assessment Funds",2023,"Budget Authority",0
015,"Department of the Treasury",015-57-8413-0,"Assessment Funds",2023,"Funding Total",256.0617
015,"Department of the Treasury",015-05-0119-0,"Treasury Inspector General for Tax Administration",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-0119-0,"Treasury Inspector General for Tax Administration",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-0119-0,"Treasury Inspector General for Tax Administration",2023,"Funding Total",18.170988
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2023,"CIO Authority",12.767693
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-0101,"Salaries and Expenses",2023,"Funding Total",10.077977
015,"Department of the Treasury",015-05-8524,"Capital Magnet Fund, Community Development Financial Institutions",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-8524,"Capital Magnet Fund, Community Development Financial Institutions",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-8524,"Capital Magnet Fund, Community Development Financial Institutions",2023,"Funding Total",0.770052
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2023,"CIO Authority",0
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2023,"Budget Authority",0
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2023,"Funding Total",17.733382
015,"Department of the Treasury",015-45-0912,"Taxpayer Services",2023,"CIO Authority",0
015,"Department of the Treasury",015-45-0912,"Taxpayer Services",2023,"Budget Authority",0
015,"Department of the Treasury",015-45-0912,"Taxpayer Services",2023,"Funding Total",0.285808
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2023,"CIO Authority",0
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2023,"Budget Authority",0
015,"Department of the Treasury",015-04-0173-0,"Salaries and Expenses",2023,"Funding Total",78.531472
015,"Department of the Treasury",015-45-0919,"Operations Support",2023,"CIO Authority",0
015,"Department of the Treasury",015-45-0919,"Operations Support",2023,"Budget Authority",0
015,"Department of the Treasury",015-45-0919,"Operations Support",2023,"Funding Total",3031.533478
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",2023,"Funding Total",12.498899
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2023,"CIO Authority",0
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2023,"Budget Authority",0
015,"Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",2023,"Funding Total",62.683061
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-0115,"Department-Wide Systems and Capital Investments Programs",2023,"Funding Total",0.940769
015,"Department of the Treasury",015-45-0921-0,"Business Systems Modernization",2023,"CIO Authority",0
015,"Department of the Treasury",015-45-0921-0,"Business Systems Modernization",2023,"Budget Authority",0
015,"Department of the Treasury",015-45-0921-0,"Business Systems Modernization",2023,"Funding Total",217.032
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2023,"CIO Authority",0
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2023,"Budget Authority",0
015,"Department of the Treasury",015-20-4502-0,"Bureau of Engraving and Printing Fund",2023,"Funding Total",156.045
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-0106,"Office of Inspector General",2023,"Funding Total",0.073433
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2023,"CIO Authority",0
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2023,"Budget Authority",0
015,"Department of the Treasury",015-45-0921,"Business Systems Modernization",2023,"Funding Total",948.070837
015,"Department of the Treasury",015-45-5432,"IRS Miscellaneous Retained Fees",2023,"CIO Authority",0
015,"Department of the Treasury",015-45-5432,"IRS Miscellaneous Retained Fees",2023,"Budget Authority",0
015,"Department of the Treasury",015-45-5432,"IRS Miscellaneous Retained Fees",2023,"Funding Total",0
015,"Department of the Treasury",015-05-0160,"Community Development Financial Institutions Fund Program, Emergency Support",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-0160,"Community Development Financial Institutions Fund Program, Emergency Support",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-0160,"Community Development Financial Institutions Fund Program, Emergency Support",2023,"Funding Total",0.467933
015,"Department of the Treasury",015-05-0133,"Special Inspector General for the Troubled Asset Relief Program",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-0133,"Special Inspector General for the Troubled Asset Relief Program",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-0133,"Special Inspector General for the Troubled Asset Relief Program",2023,"Funding Total",2
015,"Department of the Treasury",015-12-1884,"Federal Reserve Bank Reimbursement Fund",2023,"CIO Authority",0
015,"Department of the Treasury",015-12-1884,"Federal Reserve Bank Reimbursement Fund",2023,"Budget Authority",0
015,"Department of the Treasury",015-12-1884,"Federal Reserve Bank Reimbursement Fund",2023,"Funding Total",529.954745
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",2023,"Funding Total",7.642083
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-5590,"Financial Research Fund",2023,"Funding Total",16.842314
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2023,"CIO Authority",0
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2023,"Budget Authority",0
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2023,"Funding Total",319.700553
015,"Department of the Treasury",015-25-4159-0,"United States Mint Public Enterprise Fund",2023,"CIO Authority",0
015,"Department of the Treasury",015-25-4159-0,"United States Mint Public Enterprise Fund",2023,"Budget Authority",0
015,"Department of the Treasury",015-25-4159-0,"United States Mint Public Enterprise Fund",2023,"Funding Total",0
015,"Department of the Treasury",015-45-5510,"Private Collection Agent Program",2023,"CIO Authority",0
015,"Department of the Treasury",015-45-5510,"Private Collection Agent Program",2023,"Budget Authority",0
015,"Department of the Treasury",015-45-5510,"Private Collection Agent Program",2023,"Funding Total",1.430049
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2023,"CIO Authority",0
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2023,"Budget Authority",0
015,"Department of the Treasury",015-13-1008-0,"Salaries and Expenses",2023,"Funding Total",34.622776
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2023,"CIO Authority",0
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2023,"Budget Authority",0
015,"Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",2023,"Funding Total",11.977498
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2023,"CIO Authority",0
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2023,"Budget Authority",0
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2023,"Funding Total",124.18256
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2023,"CIO Authority",0
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2023,"Budget Authority",0
015,"Department of the Treasury",015-12-1802,"Financial Agent Services",2023,"Funding Total",77.607566
015,"Department of the Treasury",015-05-1855,"Cybersecurity Enhancement Account",2023,"CIO Authority",0
015,"Department of the Treasury",015-05-1855,"Cybersecurity Enhancement Account",2023,"Budget Authority",0
015,"Department of the Treasury",015-05-1855,"Cybersecurity Enhancement Account",2023,"Funding Total",0
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2023,"CIO Authority",0
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2023,"Budget Authority",0
015,"Department of the Treasury",015-45-0919-0,"Operations Support",2023,"Funding Total",3.676264
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2024,"CIO Authority",0
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2024,"Budget Authority",0
015,"Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",2024,"Funding Total",131.50177
015,"Department of the Treasury",015-45-0919,"Operations Support",2024,"CIO Authority",0
015,"Department of the Treasury",015-45-0919,"Operations Support",2024,"Budget Authority",0
015,"Department of the Treasury",015-45-0919,"Operations Support",2024,"Funding Total",2953.405082
015,"Department of the Treasury",015-05-1855,"Cybersecurity Enhancement Account",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-1855,"Cybersecurity Enhancement Account",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-1855,"Cybersecurity Enhancement Account",2024,"Funding Total",0
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2024,"CIO Authority",0
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2024,"Budget Authority",0
015,"Department of the Treasury",015-12-0520-0,"Salaries and Expenses",2024,"Funding Total",320.805081
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2024,"CIO Authority",0
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2024,"Budget Authority",0
015,"Department of the Treasury",015-12-0520,"Salaries and Expenses",2024,"Funding Total",16.883382
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2024,"CIO Authority",0
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2024,"Budget Authority",0
015,"Department of the Treasury",015-05-4560,"Treasury Franchise Fund",2024,"Funding Total",543.07808
015,"Department of the Treasury",015-05-0160,"Community Development Financial Institutions Fund Program, Emergency Support",2024,"CIO Authority",0
